BRIN_NR;NAAM_INST;RAPPORTAGEMAAND;PERSOONSGEBONDENNUMMER;ACHTERNAAM;VOORVOEGSEL;ALLE_VOORNAMEN;WOONGEMEENTE;GEBOORTEDATUM;ONDERWIJSCODE;ONDERWIJSNAAM;LEERWEG;DATUM_UITSCHRIJVING;MELDING_VERZUIM_WETTELIJK;REDEN;BRIN;NAAM_INSTELLING;ONDERWIJSAANBIEDERCODE;NAAM_ONDERWIJSAANBIEDER;MELDING_VERZUIM_NIET_WETTELIJK;GEMEENTECODE;RMC_REGIO;REDEN_UITSTROOM;LOCATIECODE;ONDERWIJSLOCATIECODE;POSTCODE_ONDERWIJSLOCATIE;HUISNUMMER_ONDERWIJSLOCATIE;BRIN_VOLGNUMMER;NIVEAU;INSCHRIJVINGSVOLGNUMMER;STRAAT;HUISNUMMER;HUISLETTER;HUISNUMMER_TOEVOEGING;HUISNUMMER_AANDUIDING;ADRES_LOCATIE;POSTCODE;WOONPLAATS;VANAF_WANNEER
27GZ;ROC Mondriaan;202302;852256736;Groot;;Destiny Felicity;'S-GRAVENHAGE;07-11-2004;25284;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Economie Delft;N;1673;REGIO 28;;;111X981;2512ER;7;;Mbo4 opleidingen;1;Herman de Manstraat;131.0;;;;;2586RE;'S-GRAVENHAGE;202302
27GZ;ROC Mondriaan;202302;823547942;Rademakers;;Kirsten Elisabeth;NOORDWIJK;09-06-2004;25616;Monteur mechatronica;BBL;;J;;27GZ;ROC Mondriaan;100A173;School voor Metaal-, Elektro- en installatietechniek;N;589;REGIO 27;;;100X750;2512ER;69;;Mbo1 opleidingen;A2;Tuindreef;119.0;;;;;2631JP;SASSENHEIM;202302
27GZ;ROC Mondriaan;202302;256813588;Öztürk;van;Salwa Mohamud;ZOETERMEER;20-10-2004;25321;Pedagogisch medewerker kinderopvang;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Zorg en Welzijn Delft;N;1765;REGIO 36;;;100X758;2612CA;7;;Mbo1 opleidingen;1;Sir Winston Churchillln;131.0;;;;;2645GX;RIJSWIJK ZH;202302
27GZ;ROC Mondriaan;202302;922899192;Seferina;;Ilknur;LEIDERDORP;26-05-2006;25155;Vavo Havo Nieuw Profiel Economie en Maatschappij;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor ICT;N;1732;REGIO 29;;;111X981;2493WN;7;;Mbo4 opleidingen;2;Wolvenrade;102.0;;;;;;;202302
27GZ;ROC Mondriaan;202302;991385427;Smit;;Gabriela;WESTLAND;30-09-2000;25720;Pedagogisch medewerker kinderopvang;BBL;;J;;27GZ;ROC Mondriaan;100A172;School voor Metaal-, Elektro- en installatietechniek;N;1702;REGIO 28;;;100X755;2612CA;16;;Mbo4 opleidingen;1;Trekweg;22.0;;;;;2545BG;'S-GRAVENHAGE;202302
27GZ;ROC Mondriaan;202302;416101387;Farahi;;Nishani Ishaya;'S-GRAVENHAGE;15-12-2003;25188;Medewerker sport en recreatie;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Horeca & Facilitaire dienstverlening;N;1663;REGIO 28;;;100X758;2332AA;5;;Mbo4 opleidingen;2;Anna Bijnslaan;;;;;;2283HC;WATERINGEN;202302
27GZ;ROC Mondriaan;202302;831329581;Haasen;;Roshan Shiwan;'S-GRAVENHAGE;28-09-2002;25228;Marketing & Communication Specialist;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Zorg en Welzijn Westland;N;501;REGIO 28;;;100X747;2595GA;8;;HAVO/VWO bovenbouw;1;Steenwijklaan;11.0;;;;;3039XH;NOOTDORP;202302
27GZ;ROC Mondriaan;202302;336153415;Youssef;El;Thirza;RIJSWIJK;13-05-2005;25681;Sport- en bewegingsleider;;;J;;27GZ;ROC Mondriaan;100A198;School voor Economie en Juridische beroepen;N;574;REGIO 29;;;100X753;2612CA;16;;Mbo4 opleidingen;1;;173.0;;;;;2711AC;'S-GRAVENZANDE;202302
27GZ;ROC Mondriaan;202302;216558501;Sertel;;Britt Ismay;THOLEN;04-10-2005;25668;Beveiliger 2;BOL;;J;;27GZ;ROC Mondriaan;100A175;School voor Pedagogische en Sociale beroepen;N;1607;REGIO 26;;;100X758;2595GA;132;;Mbo4 opleidingen;A5;Weesperstraat;114.0;;;;;2492PG;Voorburg;202302
27GZ;ROC Mondriaan;202302;992558592;Goudzwaard;;Mayron Alvaro Chauncey;OEGSTGEEST;09-12-2002;25407;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;100A198;School voor Autotechniek en Mobiliteit;N;1670;REGIO 28;;;100X755;2595GA;6;;Mbo4 opleidingen;1;Secr Varkevisserstraat;29.0;;;;;2685RX;HONSELERSDIJK;202302
27GZ;ROC Mondriaan;202302;764688000;Goedhart;van;Kimberly Elly;'S-GRAVENHAGE;25-10-2003;5190;Retailmanager;BBL;;J;;27GZ;ROC Mondriaan;100A176;School voor Business support;N;507;REGIO 29;;;100X749;2595GA;8;;HAVO/VWO bovenbouw;1;Debussystraat;132.0;;;;;2591CG;MONSTER;202302
27GZ;ROC Mondriaan;202302;427773968;Groeneveld;;Shaqycia Guraynie;'S-GRAVENHAGE;29-01-2002;25351;IT systems and devices;BOL;;J;;27GZ;ROC Mondriaan;101A729;VAVO Haaglanden;N;488;REGIO 28;;;100X747;2332AA;15;;Mbo4 opleidingen;1;Stevinstraat;55.0;;;;;2548TX;'S-GRAVENHAGE;202302
27GZ;ROC Mondriaan;202302;891419490;Weinmann;van den;Ahmed;RIDDERKERK;04-11-2000;25282;Manager/ondernemer horeca;BBL;;J;;27GZ;ROC Mondriaan;100A186;School voor Gezondheidszorg Den Haag;N;602;REGIO 28;;;100X758;2595GA;16;;Mbo2 opleidingen;2;Hildebrandstraat;214.0;A;;316;;2635CT;RIJSWIJK ZH;202302
27GZ;ROC Mondriaan;202302;321486367;Vermaat;;Fabiënne;'S-GRAVENHAGE;13-07-2003;25302;Allround Hospitality Medewerker;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Bouw en Infra;N;491;REGIO 28;;;100X746;2595GA;1;;Mbo4 opleidingen;1;Soestdijksekade;9.0;;;;;2544KB;WASSENAAR;202302
27GZ;ROC Mondriaan;202302;413081866;Tongeren;de;Iman;THOLEN;03-10-2003;23274;Medewerker sport en recreatie;;;J;;27GZ;ROC Mondriaan;100A174;School voor Zorg en Welzijn Den Haag;N;1500;REGIO 29;;;100X746;2521DB;71;;Mbo3 opleidingen;2;Mesdagstraat;238.0;P;;;;2551GN;GOUDA;202302
27GZ;ROC Mondriaan;202302;922601167;Swieten;;Hilal Başak;'S-GRAVENHAGE;10-02-2006;25381;Allround technicus voertuigen en mobiele werktuigen;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Zorg en Welzijn Den Haag;N;484;REGIO 28;;;100X747;2612CA;16;;Mbo4 opleidingen;2;Chopinstraat;10.0;;;;;2671PR;DE LIER;202302
27GZ;ROC Mondriaan;202302;388566518;Duin;van;Dylan;WESTLAND;28-04-2002;25324;Allround Assistant Business Services;BOL;;J;;27GZ;ROC Mondriaan;100A179;School voor Bouw en Infra;N;504;REGIO 28;;;100X746;2512ER;70;;Mbo4 opleidingen;1;Mauvelaan;47.0;;;;;2721AV;MONSTER;202302
27GZ;ROC Mondriaan;202302;638414434;Stadhouders;La;Zuzanna Anna;TEYLINGEN;10-12-2004;25261;Assistent verkoop/retail;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Entreeopleidingen;N;1787;REGIO 39;;;100X755;2595GA;15;;Mbo4 opleidingen;1;Hofstraat;14.0;;;;;2712RX;PURMEREND;202302
27GZ;ROC Mondriaan;202302;776592215;Nolte;;Keltoum;'S-GRAVENHAGE;19-08-2005;25257;Assistant Fashion Tailor;BOL;;J;;27GZ;ROC Mondriaan;100A186;Beauty, Hair & Fashion;N;488;REGIO 28;;;100X747;2595GA;16;;Mbo3 opleidingen;1;Hof van Rijnsburg;11.0;;;;;2623RB;'S-GRAVENHAGE;202302
27GZ;ROC Mondriaan;202302;484137018;Brakel;;Vera Rosanne;VOORSCHOTEN;07-11-2000;25227;Allround Assistant Business Services;BOL;;J;;27GZ;ROC Mondriaan;100A176;School voor Metaal-, Elektro- en installatietechniek;N;1716;REGIO 28;;;100X750;2612CA;16;;Mbo4 opleidingen;2;Erasmusweg;18.0;;;;;2542ER;'S-GRAVENHAGE;202302
27GZ;ROC Mondriaan;202302;818322448;Pehlivan;van;Mohamed;'S-GRAVENHAGE;11-11-2003;25358;Helpende Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A173;School voor Autotechniek en Mobiliteit;N;563;REGIO 28;;;100X753;2521DB;6;;Mbo4 opleidingen;1;Nieuwe Tuinen;139.0;;;;;2282DZ;'s-Gravenhage;202302
27GZ;ROC Mondriaan;202303;768561452;Meijndert;;Niek;VOORSCHOTEN;22-07-2002;25268;Retailmedewerker;BOL;;J;;27GZ;ROC Mondriaan;100A179;School voor Horeca & Facilitaire dienstverlening;N;489;REGIO 29;;;100X746;2595GA;7;;Mbo4 opleidingen;1;Harderwijkstraat;55.0;;;;;2545NN;DEN HOORN ZH;202303
27GZ;ROC Mondriaan;202303;145495383;Pennings;;Nova;ZOETERMEER;26-08-2004;25273;Sociaal werker;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Autotechniek en Mobiliteit;N;1630;REGIO 28;;;100X746;2627BK;5;;Mbo4 opleidingen;1;Van Lennepstraat;31.0;;;;;2542TS;PIJNACKER;202303
27GZ;ROC Mondriaan;202303;974582157;Krul;;Zenzi Angelina;KATWIJK;30-06-2004;25145;Medewerker evenementenorganisatie;;;J;;27GZ;ROC Mondriaan;100A177;School voor Zorg en Welzijn Westland;N;498;REGIO 28;;;100X747;2595GA;8;;Mbo4 opleidingen;2;Hooflaan;189.0;;;;;2636CZ;Voorburg;202303
27GZ;ROC Mondriaan;202303;314793595;Dimoski;;Dave;WESTLAND;27-12-2002;25248;Leidinggevende bediening;BBL;;J;;27GZ;ROC Mondriaan;100A172;School voor Zorg en Welzijn Den Haag;N;318;REGIO 28;;;100X755;2521DB;1;;Mbo4 opleidingen;1;Slotermeer;;;;;;2172EH;VOORSCHOTEN;202303
27GZ;ROC Mondriaan;202303;737063835;Farahani;ten;Bodhi Marvin Dess;TEYLINGEN;05-10-2002;23197;Basismedewerker fashion;BOL;;J;;27GZ;ROC Mondriaan;100A173;School voor Maatschappelijke zorg en Verzorgende;N;594;REGIO 41;;;100X747;2521DB;325;;Mbo4 opleidingen;1;Mijtensstraat;112.0;b;;;;2643LS;ZOETERWOUDE;202303
27GZ;ROC Mondriaan;202303;754658294;Boubkari;te;Sarah;WESTLAND;25-07-2004;25310;Zelfstandig werkend gastheer/-vrouw;BOL;;J;;27GZ;ROC Mondriaan;100A198;School voor Orde & Veiligheid;N;505;REGIO 29;;;100X758;2544ED;315;;Mbo4 opleidingen;1;Tahiti;220.0;L;;;;2515RL;MAASSLUIS;202303
27GZ;ROC Mondriaan;202303;892759063;Zwennes;;Yassir;PIJNACKER-NOOTDORP;04-06-2002;25658;Sociaal werker;BOL;;J;;27GZ;ROC Mondriaan;100A181;School voor Business support;N;1743;REGIO 28;;;100X749;2595GA;45;;Mbo3 opleidingen;1;Jonkerbos;11.0;;;;;2571AH;HONSELERSDIJK;202303
27GZ;ROC Mondriaan;202303;899884889;Hamidi;;Amine;ARNHEM;03-02-2006;6035;VAVO-MAVO Theoretische leerweg zonder profiel;BBL;;J;;27GZ;ROC Mondriaan;100A196;School voor Toerisme en Recreatie;N;611;REGIO 28;;;100X747;2612CA;16;;Mbo1 opleidingen;2;Romeijnstraat;12.0;J;;;;2262BR;RIJSWIJK ZH;202303
27GZ;ROC Mondriaan;202303;747429670;Uslu;van;Bobbie Magdalena Francisca;'S-GRAVENHAGE;07-01-2005;25532;Assistant Business Services;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor ICT;N;1707;REGIO 28;;;100X753;2493WN;1;;Mbo4 opleidingen;A1;Isabellaland;89.0;;;;;2493CL;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;224099044;Eijnden;;Gijs;'S-GRAVENHAGE;12-04-2003;25305;Timmerman;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Entreeopleidingen;N;500;REGIO 28;;;100X750;2521DB;46;;Mbo4 opleidingen;1;Prins Bernhardstraat;460.0;;;;;2716LG;ROTTERDAM;202303
27GZ;ROC Mondriaan;202303;311001258;Kaynak;;Jayden Ashton;LEIDSCHENDAM-VOORBURG;11-07-2004;25121;Legal, Insurance & HR Services Specialist;BBL;;J;;27GZ;ROC Mondriaan;100A190;School voor Metaal-, Elektro- en installatietechniek;N;1711;REGIO 28;;;100X753;2612CA;291;;Mbo4 opleidingen;3;Claude Debussystraat;34.0;;;;;2635GN;RIJSWIJK ZH;202303
27GZ;ROC Mondriaan;202303;105879664;Schipper;;Rayan;ROTTERDAM;24-01-2006;25594;Persoonlijk begeleider gehandicaptenzorg;BBL;;J;;27GZ;ROC Mondriaan;100A179;Beauty, Hair & Fashion;N;502;REGIO 21;;;100X758;2612CA;8;;Mbo2 opleidingen;2;Fazantlaan;187.0;;;;;2283XH;MOORDRECHT;202303
27GZ;ROC Mondriaan;202303;788637939;Sufi;;Nana Marie-Anne Yvonne;PIJNACKER-NOOTDORP;09-10-2004;25685;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Gezondheidszorg Den Haag;N;1709;REGIO 28;;;100X750;2493WN;46;;Mbo4 opleidingen;2;Vliestroom;17.0;;;;;2312HC;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;379371939;Tima;;Anne;'S-GRAVENHAGE;15-08-2002;25310;Software developer;BOL;;J;;27GZ;ROC Mondriaan;100A176;BAS;N;493;REGIO 28;;;100X746;2512ER;67;;HAVO/VWO bovenbouw;1;Stevinstraat;88.0;;;;;2272XL;DEN HOORN ZH;202303
27GZ;ROC Mondriaan;202303;923697294;Hmidouch;van;Zahra;'S-GRAVENHAGE;16-03-2005;25167;Medewerker sport en recreatie;BOL;;J;;27GZ;ROC Mondriaan;100A184;VAVO Haaglanden;N;1703;REGIO 28;;;100X747;2595GA;16;;Mbo4 opleidingen;1;Salomonszegel;104.0;;;;;2625BH;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;430434343;Dalnoot;;Rabia Melisa;ROTTERDAM;22-01-2001;25330;Beveiliger 3;BBL;;J;;27GZ;ROC Mondriaan;100A190;School voor Entreeopleidingen;N;579;REGIO 29;;;100X750;2595GA;6;;Mbo4 opleidingen;A3;Witbankstraat;16.0;;;;;2552KM;HONSELERSDIJK;202303
27GZ;ROC Mondriaan;202303;442113705;Maas;van der;Anaïs Fengping;DELFT;27-05-2003;25270;Vavo Atheneum Nieuw Profiel Natuur en Gezondheid;BBL;;J;;27GZ;ROC Mondriaan;100A187;School voor Zorg en Welzijn Den Haag;N;513;REGIO 28;;;100X753;2512ER;1;;Mbo3 opleidingen;1;Schiedamsesingel;30.0;;;;;2542JT;WASSENAAR;202303
27GZ;ROC Mondriaan;202303;449430560;Munnik;;Carsten Pepijn;'S-GRAVENHAGE;19-02-2005;25717;Allround technicus voertuigen en mobiele werktuigen;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Zorg en Welzijn Leiden;N;490;REGIO 28;;;100X746;2493WN;1;;Mbo4 opleidingen;1;Hoefkade;20.0;;;;;2516JW;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;905203666;Cijntje;;Mees Frits Jacob;LEIDEN;21-02-2001;25612;Juridisch-administratief dienstverlener;;;J;;27GZ;ROC Mondriaan;100A177;School voor Toerisme en Recreatie;N;1808;REGIO 29;;;100X750;2612CA;17;;Mbo4 opleidingen;A2;Beatrixstraat;;;;;;2516HM;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;863593542;Fadaaq;;Fabian Leendert Christiaan;BERG EN DAL;01-06-2004;25157;Technicus elektrotechnische installaties in de gebouwde omgeving;BOL;;J;;27GZ;ROC Mondriaan;100A192;School voor Gezondheidszorg Den Haag;N;1797;REGIO 29;;;100X753;2512ER;70;;Mbo2 opleidingen;2;Dierenselaan;242.0;S;;;;2153ED;Noordwijk;202303
27GZ;ROC Mondriaan;202303;687896547;Saddal;;Merve;'S-GRAVENHAGE;30-09-2000;25293;Zelfstandig werkend gastheer/-vrouw;BOL;;J;;27GZ;ROC Mondriaan;100A175;School voor Economie en Juridische beroepen;N;1637;REGIO 28;;;100X751;2512ER;6;;Mbo4 opleidingen;1;;34.0;;;;;2591VJ;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;211200774;Lopez Chavez;;Nour;ZOETERMEER;20-01-2000;25282;Aankomend medewerker grondoptreden;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Business support;N;1437;REGIO 28;;;100X756;2595GA;17;;Mbo4 opleidingen;1;Ameidestraat;141.0;;;;;2352CA;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;679078601;Hoen;;Elif Nur;'S-GRAVENHAGE;16-06-2004;25288;Vavo Havo Nieuw Profiel Economie en Maatschappij;BOL;;J;;27GZ;ROC Mondriaan;100A195;School voor Business support;N;1676;REGIO 28;;;100X755;2595GA;7;;Mbo4 opleidingen;1;Hoefkade;19.0;B;;;;2334EP;ZANDVOORT;202303
27GZ;ROC Mondriaan;202303;821444303;Durduk;;Ryan;'S-GRAVENHAGE;27-01-2005;5225;Coördinator beveiliging;BOL;;J;;27GZ;ROC Mondriaan;100A186;School voor Maatschappelijke zorg en Verzorgende;N;1777;REGIO 28;;;100X747;2595GA;16;;Mbo4 opleidingen;1;Brueghelstraat;125.0;;;;;2712VN;RIJSWIJK ZH;202303
27GZ;ROC Mondriaan;202303;881540637;Mol;;Rick;WESTLAND;04-10-2005;23272;Pedagogisch medewerker kinderopvang;BOL;;J;;27GZ;ROC Mondriaan;100A180;School voor ICT;N;214;REGIO 28;;;100X749;2595GA;7;;Mbo4 opleidingen;1;Reuvenslaan;28.0;;;;;1944XD;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;683592862;Dawit Eyob Mesel;de;Jurdamian Roland Fransisco;ZOETERMEER;08-08-2004;25238;Sociaal werker;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Autotechniek en Mobiliteit;N;501;REGIO 37;;;100X746;2521DB;7;;Mbo2 opleidingen;1;Snoystraat;34.0;;;;;2525EC;LEIDEN;202303
27GZ;ROC Mondriaan;202303;968635042;Vriens;;Feé Anna;'S-GRAVENHAGE;06-01-2004;6610;Specialist mode/maatkleding;BOL;;J;;27GZ;ROC Mondriaan;100A175;VAVO Haaglanden;N;1687;REGIO 28;;;100X755;2612CA;43;;Mbo4 opleidingen;1;Van Maanenkade;129.0;;;;;2571GE;ZOETERMEER;202303
27GZ;ROC Mondriaan;202303;873268707;Jong;;Rushem Sarodj Supriya;'S-GRAVENHAGE;01-07-2004;25336;Persoonlijk begeleider gehandicaptenzorg;BBL;;J;;27GZ;ROC Mondriaan;100A177;School voor Bouw en Infra;N;1734;REGIO 21;;;100X750;2595GA;7;;Mbo4 opleidingen;A1;Van Lennepstraat;112.0;;;;;2525RD;VLAARDINGEN;202303
27GZ;ROC Mondriaan;202303;620649194;Zadeh;van;Giuliano Aj Junis David;WESTLAND;28-04-2004;25558;Assistent mobiliteitsbranche;BOL;;J;;27GZ;ROC Mondriaan;100A180;School voor Economie en Juridische beroepen;N;481;REGIO 28;;;100X746;2512ER;43;;Mbo4 opleidingen;1;;18.0;;;;;2525HA;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;173737629;Wal;El;Osama;HOEKSCHE WAARD;15-09-2006;25759;Assistent bouwen, wonen en onderhoud;;;J;;27GZ;ROC Mondriaan;100A192;School voor Zorg en Welzijn Delft;N;213;REGIO 29;;;100X750;2612CA;17;;Mbo3 opleidingen;1;Melkdragerhof;153.0;A;;22;;2533KD;NOOTDORP;202303
27GZ;ROC Mondriaan;202303;931323799;Melaku Abebe Bzayene;van;Iman;'S-GRAVENHAGE;09-12-2004;25565;Vavo-Mavo/Theoretische Leerweg Profiel Zorg en Welzijn;BOL;;J;;27GZ;ROC Mondriaan;100A175;School voor Maatschappelijke zorg en Verzorgende;N;1721;REGIO 28;;;100X753;2593AN;15;;Mbo4 opleidingen;1;Melis Stokelaan;21.0;;;;;2497XW;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;698686893;Statie;;Maddy Mariama;'S-GRAVENHAGE;16-08-2004;25281;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;101A783;Beauty, Hair & Fashion;N;1696;REGIO 28;;;100X747;2544ED;1;;Mbo4 opleidingen;2;Van der Lelijstraat;20.0;;;;;2516GZ;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;721356350;Ousllam;;Emre;WESTLAND;04-12-2003;25252;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A189;VAVO Haaglanden;N;1713;REGIO 28;;;100X747;2544ED;1;;Mbo4 opleidingen;2;Elzenlaan;21.0;;;;;2394VN;ROTTERDAM;202303
27GZ;ROC Mondriaan;202303;694132028;Berwari;;Reina Johanna;AMSTERDAM;12-05-2004;25171;Aankomend medewerker grondoptreden;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Zorg en Welzijn Den Haag;N;514;REGIO 28;;;100X749;2512ER;17;;Mbo2 opleidingen;5;Laan van Meerdervoort;115.0;A;;;;2497CS;SASSENHEIM;202303
27GZ;ROC Mondriaan;202303;424798796;Jansen;;Roos Alida Ina;LISSE;23-10-2005;25662;Mbo- Verpleegkunde;BBL;;J;;27GZ;ROC Mondriaan;100A188;School voor Metaal-, Elektro- en installatietechniek;N;490;REGIO 28;;;100X756;2612CA;6;;Mbo2 opleidingen;2;Gasthuislaan;471.0;;;;;2627AD;ROTTERDAM;202303
27GZ;ROC Mondriaan;202303;430988088;Marrouni;;Youness;'S-GRAVENHAGE;15-12-2004;25647;Musicalperformer;BOL;;J;;27GZ;ROC Mondriaan;100A173;School voor Zorg en Welzijn Leiden;N;1697;REGIO 28;;;100X746;2512ER;29;;Mbo4 opleidingen;1;;234.0;;;;;2316PL;LEIDERDORP;202303
27GZ;ROC Mondriaan;202303;440039736;Haddioui;;Melany Astrid;'S-GRAVENHAGE;01-01-2004;25364;Vavo Havo Nieuw Profiel Economie en Maatschappij;BOL;;J;;27GZ;ROC Mondriaan;100A181;VAVO Haaglanden;N;493;REGIO 28;;;100X753;2493WN;8;;HAVO/VWO bovenbouw;2;Hunze;28.0;;;;;2631TX;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;121223895;Tekin;;Bilal;'S-GRAVENHAGE;05-11-1999;25707;Medewerker (financiële) administratie;BOL;;J;;27GZ;ROC Mondriaan;100A179;School voor Entreeopleidingen;N;479;REGIO 28;;;100X747;2612CA;4;;Mbo2 opleidingen;1;Zuidmede;138.0;;;;;2544KH;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;998906450;Khanfour;;Ali;'S-GRAVENHAGE;31-03-2006;25705;Leidinggevende leisure & hospitality;BOL;;J;;27GZ;ROC Mondriaan;100A196;Beauty, Hair & Fashion;N;1642;REGIO 28;;;100X758;2595GA;5;;Mbo4 opleidingen;1;Eisenhowerlaan;121.0;;;;;2283GL;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;765802197;Hoogenkamp;van de;Muammer;VOORSCHOTEN;26-02-2004;25176;Assistent dienstverlening en zorg;BOL;;J;;27GZ;ROC Mondriaan;100A180;School voor Orde & Veiligheid;N;1614;REGIO 28;;;100X753;2332AA;18;;HAVO/VWO bovenbouw;1;Valkenburgseweg;;;;;;3081HG;DE ZILK;202303
27GZ;ROC Mondriaan;202303;371622669;Cats;;Hannah;'S-GRAVENHAGE;14-07-2005;25312;Software developer;BOL;;J;;27GZ;ROC Mondriaan;101A729;VAVO Haaglanden;N;1695;REGIO 28;;;100X755;2493WN;7;;Mbo4 opleidingen;1;President Kennedylaan;16.0;;;;;2493ZB;DELFT;202303
27GZ;ROC Mondriaan;202303;367318020;Al-Sarraf;de;Niek;MIDDEN-DELFLAND;05-11-1999;25692;Retailmedewerker;;;J;;27GZ;ROC Mondriaan;100A190;School voor Zorg en Welzijn Leiden;N;505;REGIO 28;;;100X757;2595GA;16;;Mbo4 opleidingen;1;Loggerstraat;137.0;;;;;2512AG;Monster;202303
27GZ;ROC Mondriaan;202303;748953837;Febriana Wulansari Aldona Goossens;van der;Almohanad;WESTLAND;01-01-2002;25295;Medewerker fastservice;BBL;;J;;27GZ;ROC Mondriaan;100A174;School voor Zorg en Welzijn Leiden;N;607;REGIO 28;;;100X746;2544AH;17;;Mbo1 opleidingen;2;Architect v Lieflandstr;122.0;;;;;2497AM;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;251925640;Wel;;Sophie;WESTLAND;10-01-2001;25340;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A181;School voor Horeca & Facilitaire dienstverlening;N;505;REGIO 28;;;100X746;2493WN;16;;Mbo4 opleidingen;1;Jonkersdreef;56.0;;;;;2532TS;LEIDEN;202303
27GZ;ROC Mondriaan;202303;155141781;Reints;;Hajar;'S-GRAVENHAGE;22-06-2006;25745;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;101A783;Beauty, Hair & Fashion;N;479;REGIO 28;;;100X746;2628AL;1;;Mbo4 opleidingen;1;Zilvermeeuwlaan;27.0;;;;;2641JH;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;894496660;Vreede;;Ricardo;'S-GRAVENHAGE;18-10-2003;25683;Handhaver toezicht en veiligheid;BOL;;J;;27GZ;ROC Mondriaan;100A173;VAVO Haaglanden;N;568;REGIO 28;;;100X746;2493WN;47;;Mbo4 opleidingen;1;Herculesstraat;18.0;;;;;2612VT;'S-GRAVENHAGE;202303
27GZ;ROC Mondriaan;202303;825096499;Addicks;;Xander Quint;PIJNACKER-NOOTDORP;17-11-2004;25588;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Retail en Logistiek Delft;N;497;REGIO 28;;;100X749;2544ED;15;;Mbo4 opleidingen;1;'t Hert;153.0;;;;;2525BA;ZOETERMEER;202303
27GZ;ROC Mondriaan;202303;603175559;Kemper;;Kim;'S-GRAVENHAGE;29-03-2006;25558;Persoonlijk begeleider specifieke doelgroepen;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Business support;N;508;REGIO 26;;;100X747;2493WN;16;;HAVO/VWO bovenbouw;4;Poptahof Noord;;;;;;2275EA;;202303
27GZ;ROC Mondriaan;202303;165559724;Verheij;de;Femke Rowena Catharina;RIJSWIJK;08-03-2005;25818;Manager/ondernemer horeca;BBL;;J;;27GZ;ROC Mondriaan;100A176;School voor ICT;N;491;REGIO 28;;;100X747;2493WN;1;;Mbo2 opleidingen;1;Venestraat;62.0;;;;;3151VH;ZOETERMEER;202303
27GZ;ROC Mondriaan;202303;740657500;Aboubaker;Bij de;Sujal;NISSEWAARD;02-12-2005;25184;Facilitair leidinggevende;BOL;;J;;27GZ;ROC Mondriaan;100A181;VAVO Haaglanden;N;611;REGIO 29;;;100X750;2612CA;16;;Mbo4 opleidingen;1;Berkebroeklaan;104.0;;;;;2548WR;'S-GRAVENHAGE;202303
