BRIN_NR;NAAM_INST;RAPPORTAGEMAAND;PERSOONSGEBONDENNUMMER;ACHTERNAAM;VOORVOEGSEL;ALLE_VOORNAMEN;WOONGEMEENTE;GEBOORTEDATUM;ONDERWIJSCODE;ONDERWIJSNAAM;LEERWEG;DATUM_UITSCHRIJVING;MELDING_VERZUIM_WETTELIJK;REDEN;BRIN;NAAM_INSTELLING;ONDERWIJSAANBIEDERCODE;NAAM_ONDERWIJSAANBIEDER;MELDING_VERZUIM_NIET_WETTELIJK;GEMEENTECODE;RMC_REGIO;REDEN_UITSTROOM;LOCATIECODE;ONDERWIJSLOCATIECODE;POSTCODE_ONDERWIJSLOCATIE;HUISNUMMER_ONDERWIJSLOCATIE;BRIN_VOLGNUMMER;NIVEAU;INSCHRIJVINGSVOLGNUMMER;STRAAT;HUISNUMMER;HUISLETTER;HUISNUMMER_TOEVOEGING;HUISNUMMER_AANDUIDING;ADRES_LOCATIE;POSTCODE;WOONPLAATS;VANAF_WANNEER
27GZ;ROC Mondriaan;202212;753372742;Whieskie;de;Dominique Gabriëlle Christine;LEIDSCHENDAM-VOORBURG;07-01-2006;25173;Vavo Atheneum Nieuw Profiel Natuur en Gezondheid;BBL;;J;;27GZ;ROC Mondriaan;100A172;VAVO Haaglanden;N;567;REGIO 28;;;100X750;2493WN;14;;HAVO/VWO bovenbouw;1;;21.0;;;;;2493WX;VOORBURG;202212
27GZ;ROC Mondriaan;202212;359066405;Schaap;;Hind;'S-GRAVENHAGE;20-10-2005;5520;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A179;VAVO Haaglanden;N;512;REGIO 28;;;100X755;2491BE;6;;HAVO/VWO bovenbouw;1;Trekweg;126.0;;;;;2471AZ;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;238973465;Shakir;van;Babette;ROTTERDAM;28-01-2003;25290;Sociaal werker;BOL;;J;;27GZ;ROC Mondriaan;100A198;Beauty, Hair & Fashion;N;573;REGIO 29;;;100X754;2544ED;1;;Mbo2 opleidingen;A2;Landtong;126.0;;;;;2724JC;;202212
27GZ;ROC Mondriaan;202212;578464398;Allen Alexander;;Emanuel Fernando;ZUIDPLAS;10-12-2004;5161;Monteur elektrotechnische installaties;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Metaal-, Elektro- en installatietechniek;N;1768;REGIO 26;;;100X756;2521DB;15;;Mbo4 opleidingen;2;Nieuwersluisstraat;13.0;;;;;2314CH;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;118276050;Tunç;El;Zoï;'S-GRAVENHAGE;26-02-2004;25641;Retailmedewerker;BOL;;J;;27GZ;ROC Mondriaan;100A187;International Hotel and Management School;N;563;REGIO 29;;;100X749;2595GA;6;;Mbo4 opleidingen;1;Van Alkemadestraat;312.0;;;;;2614VD;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;644902285;Berg;;Romello Brandon;'S-GRAVENHAGE;26-02-2003;25705;Medewerker (financiële) administratie;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Zorg en Welzijn Delft;N;538;REGIO 28;;;100X753;2595GA;24;;Mbo4 opleidingen;1;Kortenaerstraat;145.0;;;;;2718GD;GOES;202212
27GZ;ROC Mondriaan;202212;983101256;Yildiz;;Jayden;'S-GRAVENHAGE;11-01-2005;25372;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Zorg en Welzijn Delft;N;1668;REGIO 28;;;100X755;2628AL;5;;Mbo4 opleidingen;1;Chicagostraat;26.0;;;;;2496PW;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;250522712;Bertram;El;Duncan;'S-GRAVENHAGE;07-08-2005;25383;Technicus mechatronica systemen;BOL;;J;;27GZ;ROC Mondriaan;100A196;Beauty, Hair & Fashion;N;1743;REGIO 29;;;100X747;2521DB;8;;Mbo4 opleidingen;2;Pieter Langendijkstraat;65.0;;;BN;;2645LC;LEIDERDORP;202212
27GZ;ROC Mondriaan;202212;111106114;Heuvel;;Jasmina;'S-GRAVENHAGE;09-06-2004;25301;Persoonlijk begeleider gehandicaptenzorg;BOL;;J;;27GZ;ROC Mondriaan;100A180;International Hotel and Management School;N;484;REGIO 26;;;100X746;2612CA;6;;Mbo4 opleidingen;1;Tempelberg;22.0;;;;;2566RG;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;194242987;Berg;La;Sterre;MIDDELBURG;27-09-2000;25702;Haarverzorging;BOL;;J;;27GZ;ROC Mondriaan;100A176;School voor Economie en Juridische beroepen;N;503;REGIO 28;;;100X753;2332AA;1;;Mbo4 opleidingen;2;Lijsterbesplein;58.0;;;;;2492MH;VALKENBURG ZH;202212
27GZ;ROC Mondriaan;202212;877147142;Wubben;;Merve;'S-GRAVENHAGE;07-01-2003;25221;Beveiliger 2;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Technologie en Engineering;N;489;REGIO 28;;;100X753;2595GA;15;;Mbo4 opleidingen;1;Reitzstraat;81.0;;;;;2562TZ;DELFT;202212
27GZ;ROC Mondriaan;202212;181223086;Hoogenboom;;Ayoub;PIJNACKER-NOOTDORP;03-09-2002;25248;Software developer;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Gezondheidszorg Den Haag;N;489;REGIO 28;;;100X746;2612CA;1;;Mbo4 opleidingen;1;Glazenmakerhof;439.0;;;;;2715EP;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;872381198;Khoulani;;Mustaf Ali;ZUIDPLAS;17-07-2005;5121;Allround timmerman;BOL;;J;;27GZ;ROC Mondriaan;100A196;School voor Zorg en Welzijn Delft;N;601;REGIO 28;;;111X981;2493WN;9;;Mbo2 opleidingen;2;Willem Marislaan;210.0;B;;40;;2542KE;BEEKBERGEN;202212
27GZ;ROC Mondriaan;202212;982460187;Hamerling;;Indy;'S-GRAVENHAGE;05-02-2006;25335;Retailmedewerker;BOL;;J;;27GZ;ROC Mondriaan;100A195;School voor Pedagogische en Sociale beroepen;N;584;REGIO 28;;;100X746;2595GA;13;;Mbo4 opleidingen;1;;125.0;;;;;2641AS;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;609564803;Kool;;Renzo;'S-GRAVENHAGE;03-06-2002;25370;Retailmanager;BOL;;J;;27GZ;ROC Mondriaan;100A175;School voor Economie Delft;N;1738;REGIO 28;;;100X746;2521DB;16;;Mbo4 opleidingen;1;Bucaillestraat;12.0;;;;;2493WS;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;507451745;Ali;van der;Ceydanur;'S-GRAVENHAGE;28-05-2004;25265;Apothekersassistent;BOL;;J;;27GZ;ROC Mondriaan;100A179;Beauty, Hair & Fashion;N;502;REGIO 28;;;100X747;2493WN;17;;Mbo3 opleidingen;2;Lindberghlaan;121.0;;;;;2225XN;PIJNACKER;202212
27GZ;ROC Mondriaan;202212;198906287;Taal;;Peet;'S-GRAVENHAGE;06-07-2004;25585;Sociaal werker;BBL;;J;;27GZ;ROC Mondriaan;100A175;VAVO Haaglanden;N;501;REGIO 28;;;100X747;2612CA;16;;Mbo4 opleidingen;1;Chicagostraat;153.0;;;;;2242LT;LISSE;202212
27GZ;ROC Mondriaan;202212;853553052;Batelaan;;Chevanity Janell;MIDDEN-DELFLAND;26-07-2005;25535;Medewerker secretariaat en receptie;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Gezondheidszorg Den Haag;N;517;REGIO 19;;;100X746;2493WN;48;;Mbo3 opleidingen;1;Oude Hoge Dijk;134.0;P;;50;;2652BB;BENTHUIZEN;202212
27GZ;ROC Mondriaan;202212;919591386;Evmez;van;Omar;DELFT;29-03-2005;25201;Timmerman;BOL;;J;;27GZ;ROC Mondriaan;100A181;School voor Orde & Veiligheid;N;1734;REGIO 28;;;100X751;2612CA;7;;Mbo4 opleidingen;1;Wilgendam;50.0;P;;;;2718AW;BERKEL EN RODENRIJS;202212
27GZ;ROC Mondriaan;202212;399061260;Santen;;Sanne;'S-GRAVENHAGE;09-03-2004;25686;Technicus engineering;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Zorg en Welzijn Delft;N;1678;REGIO 28;;;100X750;2544AH;66;;Mbo4 opleidingen;1;Lange Wantijkade;28.0;;;;;2622HX;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;699589605;Heijer;;Lenny;'S-GRAVENHAGE;17-08-2005;25178;Doktersassistent;BOL;;J;;27GZ;ROC Mondriaan;100A184;School voor Economie en Juridische beroepen;N;471;REGIO 28;;;100X753;2612CA;12;;Mbo4 opleidingen;1;Spoorsingel;121.0;;;;;2631JR;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;920380401;Pennings;van;Mike Jeroen Jacobus;'S-GRAVENHAGE;29-01-2005;25377;Basis technicus voertuigen en mobiele werktuigen;BBL;;J;;27GZ;ROC Mondriaan;100A190;School voor Maatschappelijke zorg en Verzorgende;N;503;REGIO 19;;;100X747;2544AH;71;;Mbo4 opleidingen;2;Hunsingo;30.0;;;;;2492PK;HONSELERSDIJK;202212
27GZ;ROC Mondriaan;202212;681069938;Reijs;;Demian;LISSE;09-11-2005;25186;IT systems and devices;;;J;;27GZ;ROC Mondriaan;100A198;School voor Zorg en Welzijn Leiden;N;599;REGIO 16;;;100X755;2612CA;141;;Mbo4 opleidingen;2;Schalk Burgerstraat;253.0;A;;;;2572WR;VOORSCHOTEN;202212
27GZ;ROC Mondriaan;202212;863234620;Doğan;van de;Wafa Ibrahim;'S-GRAVENHAGE;12-05-2006;25693;Bedrijfsadministrateur;BOL;;J;;27GZ;ROC Mondriaan;101A709;International Hotel and Management School;N;1753;REGIO 28;;;100X755;2628AL;16;;HAVO/VWO bovenbouw;1;;24.0;;;;;2671SE;NOORDWIJKERHOUT;202212
27GZ;ROC Mondriaan;202212;793887076;Vaate;;Sheila Patrícia;LEIDSCHENDAM-VOORBURG;08-05-2003;25174;Pedagogisch medewerker kinderopvang;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Economie en Juridische beroepen;N;494;REGIO 28;;;100X746;2628AL;6;;HAVO/VWO bovenbouw;1;Hugo Verrieststraat;268.0;;;;;2551XC;;202212
27GZ;ROC Mondriaan;202212;909654811;Abidi;;Thijs Thijmen;ROTTERDAM;18-07-2002;25716;Logistiek teamleider;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Retail en Logistiek Delft;N;498;REGIO 28;;;100X750;2544ED;8;;Mbo4 opleidingen;2;Soestdijksekade;551.0;;;;;2641AE;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;583685549;Reitsma;;Hafsa;'S-GRAVENHAGE;19-06-2003;25280;Meewerkend horeca ondernemer;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Business support;N;540;REGIO 28;;;100X750;2595GA;6;;Mbo2 opleidingen;1;Anjerstraat;12.0;;;;;2717HK;;202212
27GZ;ROC Mondriaan;202212;224814716;Heuvel;van;Araya;'S-GRAVENHAGE;02-03-2006;25644;Vavo Atheneum Zonder Profiel;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Zorg en Welzijn Delft;N;1716;REGIO 26;;;100X757;2521DB;46;;Mbo4 opleidingen;1;Nieuwe Parklaan;152.0;;;;;2272VX;LEIDEN;202212
27GZ;ROC Mondriaan;202212;982691264;Bayazed;van;Shannon;ARNHEM;14-01-2003;25587;Financieel administratieve beroepen;;;J;;27GZ;ROC Mondriaan;100A175;School voor Zorg en Welzijn Westland;N;1855;REGIO 29;;;100X753;2544ED;8;;Mbo1 opleidingen;A2;Henriëtte Bosmansplein;63.0;A;;;;2585XS;'s-Gravenhage;202212
27GZ;ROC Mondriaan;202212;884151060;Aydoğdu;;Rick Oliver Neil;'S-GRAVENHAGE;20-10-2005;25627;Allround timmerman;BOL;;J;;27GZ;ROC Mondriaan;100A172;Beauty, Hair & Fashion;N;492;REGIO 28;;;100X746;2493WN;17;;Mbo4 opleidingen;2;Borgerstraat;129.0;;;;;2572RH;DELFT;202212
27GZ;ROC Mondriaan;202212;754383026;Bleijenberg;;Rohan Rishikesh Ashton Nylesh;'S-GRAVENHAGE;06-03-2006;25632;Allround medewerker IT systems and devices;BOL;;J;;27GZ;ROC Mondriaan;100A198;School voor Zorg en Welzijn Leiden;N;498;REGIO 28;;;100X750;2612CA;16;;Mbo4 opleidingen;3;Moerweg;552.0;;;;;2289BV;;202212
27GZ;ROC Mondriaan;202212;504102988;Naqvi;van;Jayne Zahwa;VOORSCHOTEN;27-11-2000;25288;Monteur elektrotechnische installaties;BOL;;J;;27GZ;ROC Mondriaan;100A198;School voor Zorg en Welzijn Westland;N;1599;REGIO 34;;;100X746;2595GA;8;;Mbo4 opleidingen;3;Uithofslaan;41.0;;;;;2496SV;EINDHOVEN;202212
27GZ;ROC Mondriaan;202212;853001391;Azouagha;;Jim;'S-GRAVENHAGE;08-07-2005;25667;Retailmedewerker;BOL;;J;;27GZ;ROC Mondriaan;100A195;School voor Zorg en Welzijn Delft;N;1700;REGIO 28;;;100X758;2521DB;17;;Mbo4 opleidingen;1;Van Rijswijckschans;28.0;;;;;2573LZ;NOOTDORP;202212
27GZ;ROC Mondriaan;202212;417885472;Mooij;Al;Johnny Jan Barend;'S-GRAVENHAGE;22-08-2005;25335;Assistent logistiek;BOL;;J;;27GZ;ROC Mondriaan;101A729;School voor Gezondheidszorg Den Haag;N;505;REGIO 28;;;100X750;2612CA;33;;Mbo4 opleidingen;4;Drijfriemstraat;110.0;e;;;;2544VC;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;976651551;Schaap;de;Merve;PIJNACKER-NOOTDORP;24-09-2002;25208;Vavo Havo Zonder Profiel;BBL;;J;;27GZ;ROC Mondriaan;100A184;School voor Zorg en Welzijn Delft;N;500;REGIO 28;;;100X747;2332AA;6;;HAVO/VWO bovenbouw;A1;Van Heuven Goedhartstr;23.0;;;;;2548VG;;202212
27GZ;ROC Mondriaan;202212;546641591;Wijk;;Angelina Dilan;'S-GRAVENHAGE;12-07-2002;25633;Verzorgende-IG;BOL;;J;;27GZ;ROC Mondriaan;100A172;VAVO Haaglanden;N;494;REGIO 28;;;100X757;2493WN;68;;Mbo4 opleidingen;2;Hoeksekade;152.0;;;;;2622BE;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;576645448;Groeneweg;;Alisa;LANSINGERLAND;08-09-2001;25301;Manager/ondernemer horeca;BOL;;J;;27GZ;ROC Mondriaan;100A187;School voor Entreeopleidingen;N;1730;REGIO 28;;;100X753;2544ED;291;;Mbo4 opleidingen;1;Woensdrechthof;138.0;;;;;2562JG;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;245295012;Maduro;;Andocha Wichian Jacobus;MAASSLUIS;29-08-2001;25576;Onderwijsassistent;BOL;;J;;27GZ;ROC Mondriaan;100A181;School voor Metaal-, Elektro- en installatietechniek;N;547;REGIO 28;;;100X753;2521DB;6;;Mbo4 opleidingen;2;Schrijnwerkersgaarde;26.0;C;;;;2591XG;WATERINGEN;202212
27GZ;ROC Mondriaan;202212;591102273;Haas;;Francesca;ROTTERDAM;17-07-2002;25311;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;101A783;School voor Zorg en Welzijn Leiden;N;497;REGIO 28;;;100X746;2544AH;7;;Mbo1 opleidingen;2;Waldeck Pyrmontkade;19.0;;;;;2264DN;ZOETERMEER;202212
27GZ;ROC Mondriaan;202212;475679534;Yüngül;;Nikita;'S-GRAVENHAGE;19-04-2002;25688;Bedrijfsadministrateur;BOL;;J;;27GZ;ROC Mondriaan;100A181;School voor ICT;N;495;REGIO 28;;;100X753;2493WN;17;;Mbo2 opleidingen;1;Hertenrade;22.0;;;;;2724GZ;RIJSWIJK ZH;202212
27GZ;ROC Mondriaan;202212;993434834;Belfor;;Ryan;'S-GRAVENHAGE;19-09-2003;25612;Business Administration & Control Specialist;BBL;;J;;27GZ;ROC Mondriaan;100A179;School voor Metaal-, Elektro- en installatietechniek;N;597;REGIO 26;;;100X747;2521DB;48;;Mbo3 opleidingen;1;Kemperstraat;733.0;L;;;;2525NE;DELFGAUW;202212
27GZ;ROC Mondriaan;202212;194192725;Nabbe;ter;Nika;'S-GRAVENHAGE;06-09-2005;25352;Entree;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Zorg en Welzijn Leiden;N;1752;REGIO 28;;;100X747;2595GA;335;;Mbo4 opleidingen;1;Velddreef;133.0;;;;;2526RK;ZOETERMEER;202212
27GZ;ROC Mondriaan;202212;176395679;Oberink;;Ron Emile;ZOETERMEER;11-09-2005;25653;Tegelzetter;BOL;;J;;27GZ;ROC Mondriaan;100A186;School voor Autotechniek en Mobiliteit;N;196;REGIO 26;;;100X758;2612CA;7;;Mbo4 opleidingen;1;Van Goghstraat;225.0;;;;;2641RS;BERKEL EN RODENRIJS;202212
27GZ;ROC Mondriaan;202212;530953141;Mohamed;van;Cas;'S-GRAVENHAGE;14-10-1999;25319;Assistent mobiliteitsbranche;BBL;;J;;27GZ;ROC Mondriaan;101A783;School voor Entreeopleidingen;N;509;REGIO 28;;;100X746;2521DB;17;;Mbo4 opleidingen;5;Teniersplantsoen;55.0;;;;;2635DB;IJSSELSTEIN UT;202212
27GZ;ROC Mondriaan;202212;277931426;Hoogenboom;;Giuliano Aj Junis David;PIJNACKER-NOOTDORP;22-12-1999;25569;Technicus mechatronica systemen;BOL;;J;;27GZ;ROC Mondriaan;100A173;School voor Pedagogische en Sociale beroepen;N;494;REGIO 28;;;100X753;2544ED;5;;Mbo4 opleidingen;1;Lau Mazirellaan;;;;;;2635KN;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;958204472;Someren;van der;Chimène;ARNHEM;03-03-2003;25298;Juridisch-administratief dienstverlener;BBL;;J;;27GZ;ROC Mondriaan;100A186;School voor Metaal-, Elektro- en installatietechniek;N;604;REGIO 26;;;100X750;2612CA;8;;Mbo1 opleidingen;4;Huisduinenstraat;133.0;;;2;;2719TJ;ALPHEN AAN DEN RIJN;202212
27GZ;ROC Mondriaan;202212;509067940;Akchich;Ter;Jacob Stefan;KAAG EN BRAASSEM;18-01-2000;25554;Bedrijfsadministrateur;BOL;;J;;27GZ;ROC Mondriaan;100A176;Beauty, Hair & Fashion;N;1851;REGIO 30;;;100X755;2491BE;17;;Mbo4 opleidingen;2;Bakemaplan;23.0;;;;;2593HD;'S-GRAVENZANDE;202212
27GZ;ROC Mondriaan;202212;729850528;Nispen;;Özgür;ROTTERDAM;20-10-2005;25284;Sport en Bewegen;BOL;;J;;27GZ;ROC Mondriaan;100A188;School voor Retail en Logistiek Delft;N;501;REGIO 21;;;100X754;2544ED;1;;Mbo2 opleidingen;2;Seinpoststraat;220.0;;;;;2493CV;PIJNACKER;202212
27GZ;ROC Mondriaan;202212;357769845;Tuna;;Lotte Frederieke;LANSINGERLAND;12-10-2003;25550;Coördinator sport- en bewegingsagogie;BOL;;J;;27GZ;ROC Mondriaan;100A189;School voor Zorg en Welzijn Westland;N;491;REGIO 28;;;100X755;2544AH;7;;Mbo4 opleidingen;3;de Tol;92.0;;;;;2525RD;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;912599268;Bouwmeester;;Damla;DELFT;08-01-2002;25280;Manager/ondernemer horeca;BBL;;J;;27GZ;ROC Mondriaan;100A174;School voor Gezondheidszorg Den Haag;N;1743;REGIO 28;;;100X746;2493WN;7;;Mbo4 opleidingen;1;Oude Haagweg;500.0;;;;;2215LT;ZOETERMEER;202212
27GZ;ROC Mondriaan;202212;860355982;Boubas;;Manal;DORDRECHT;06-01-2003;25285;Fashion Product Coordinator;BOL;;J;;27GZ;ROC Mondriaan;100A174;School voor Zorg en Welzijn Delft;N;1787;REGIO 27;;;100X758;2512ER;1;;Mbo3 opleidingen;3;Seringenlaan;116.0;G;;;;2572GM;Monster;202212
27GZ;ROC Mondriaan;202212;869912593;Schaap;van der;Iris Anjeliqua;'S-GRAVENHAGE;19-04-2002;25545;Manager retail;BOL;;J;;27GZ;ROC Mondriaan;100A195;School voor Gezondheidszorg Den Haag;N;503;REGIO 27;;;111X981;2595GA;45;;Mbo2 opleidingen;1;Lindelaan;1101.0;;;;;2681RP;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;604001668;Yıldırım;;Jason Patrick;RIJSWIJK;28-01-2006;25251;Servicemedewerker gebouwen;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Gezondheidszorg Den Haag;N;1759;REGIO 28;;;100X746;2521DB;7;;Mbo4 opleidingen;1;Scheepensstraat;195.0;;;;;2631HX;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;138149965;Bulut;;Benjamin Salomon;KAAG EN BRAASSEM;27-12-2001;25257;Fashion;BOL;;J;;27GZ;ROC Mondriaan;100A190;School voor Metaal-, Elektro- en installatietechniek;N;1692;REGIO 28;;;100X746;2493WN;15;;Mbo4 opleidingen;2;De Vlashoven;18.0;;;;;3141JE;WATERINGEN;202212
27GZ;ROC Mondriaan;202212;921366291;Fraaij;;Sebastiaan;RIJSWIJK;15-09-2004;25586;Eerste monteur elektrotechnische installaties in de gebouwde omgeving;BOL;;J;;27GZ;ROC Mondriaan;100A191;School voor Pedagogische en Sociale beroepen;N;1800;REGIO 26;;;100X758;2521DB;8;;Mbo1 opleidingen;2;Maanplein;124.0;;;;;2285VS;VLAARDINGEN;202212
27GZ;ROC Mondriaan;202212;968075930;Bertram;;Divanni Levie;ALPHEN AAN DEN RIJN;20-12-2003;25608;Vavo Havo voorexamenklas;BOL;;J;;27GZ;ROC Mondriaan;100A175;International Hotel and Management School;N;1731;REGIO 29;;;111X981;2521DB;14;;Mbo4 opleidingen;1;King Olivereiland;17.0;;;;;2343CS;ZOETERMEER;202212
27GZ;ROC Mondriaan;202212;460359006;Meeberg;;Kim;'S-GRAVENHAGE;27-12-2001;25608;Beveiliger 2;BOL;;J;;27GZ;ROC Mondriaan;100A172;School voor Pedagogische en Sociale beroepen;N;488;REGIO 28;;;100X757;2595GA;6;;Mbo4 opleidingen;1;Buenos Aireshof;20.0;;;;;2201RP;;202212
27GZ;ROC Mondriaan;202212;963017552;Hout;El;Tihanysa Tefany Dominga;'S-GRAVENHAGE;19-09-2005;25445;Retailmedewerker;BOL;;J;;27GZ;ROC Mondriaan;100A179;School voor Maatschappelijke zorg en Verzorgende;N;1713;REGIO 28;;;111X981;2544ED;7;;Mbo4 opleidingen;1;Kepplerstraat;270.0;;;;;2225NZ;'S-GRAVENHAGE;202212
27GZ;ROC Mondriaan;202212;797606759;Pruijn;;Berdan;'S-GRAVENHAGE;04-09-2004;25603;Mbo- Verpleegkunde;BOL;;J;;27GZ;ROC Mondriaan;101A783;VAVO Haaglanden;N;422;REGIO 29;;;100X747;2544ED;15;;Mbo4 opleidingen;1;Van der Stoklaan;18.0;;;316;;2533TJ;;202212
27GZ;ROC Mondriaan;202212;518772797;Alkashto;;Yshana Ashley Radjinie;'S-GRAVENHAGE;11-01-2002;25229;Pedagogisch medewerker kinderopvang;BBL;;J;;27GZ;ROC Mondriaan;100A184;School voor Toerisme en Recreatie;N;607;REGIO 28;;;100X753;2595GA;8;;Mbo1 opleidingen;1;Parelgraslaan;103.0;A;;;;2561TP;HAZERSWOUDE-DORP;202212
27GZ;ROC Mondriaan;202212;897186607;Curiel;van;Nicky;'S-GRAVENHAGE;12-01-2004;25082;Tegelzetter;BOL;;J;;27GZ;ROC Mondriaan;100A177;School voor Economie en Juridische beroepen;N;562;REGIO 28;;;100X746;2512ER;5;;Mbo4 opleidingen;2;Joubertplantsoen;;;;;;2661CN;VOORSCHOTEN;202212
