#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
429142998;429142998;27-07-2005;V;Kempen;;Santosh Soerespersad;2719;REGIO 26;;580;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25730;Medewerker ICT support;100A172;School voor Retail en Logistiek Delft;;Haveltestraat;35.0;;2719VC;'S-GRAVENHAGE
141997015;141997015;13-10-2005;V;Hoogenboom;;Walid;3151;REGIO 28;;495;KATWIJK;27GZ;27GZ;;Mbo3 opleidingen;BOL;25292;Fashion Tailor;100A187;School voor Pedagogische en Sociale beroepen;;Torenvalklaan;;;3151PE;'S-GRAVENHAGE
538915799;538915799;24-03-2001;V;Zuidhoek;;Emre;2563;REGIO 30;;1806;BODEGRAVEN-REEUWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25600;Logistiek teamleider;100A188;School voor Entreeopleidingen;;Wenenweg;13.0;;2563TB;ZEVENHUIZEN ZH
604156890;604156890;02-07-2001;M;Harst;;Thomas;2593;REGIO 28;;487;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25615;Expert IT systems and devices;100A190;School voor Horeca & Facilitaire dienstverlening;;Steenwijklaan;124.0;;2593CM;'S-GRAVENHAGE
723203035;723203035;22-07-2004;M;Sahraoui;;Romy Priscilla;2421;REGIO 28;;576;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25406;Monteur werktuigkundige installaties;100A190;School voor Bouw en Infra;;Gabriël Metsustraat;117.0;;2421CP;RIJSWIJK ZH
320418781;320418781;25-09-2003;M;Demirkiran;;Alain Nicolaas;2552;REGIO 28;;508;NOORDWIJK;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25612;Financieel administratief medewerker;100A174;School voor Horeca & Facilitaire dienstverlening;;E.H. Hartmanstraat;116.0;;2552RN;PIJNACKER
541897695;541897695;10-04-2005;M;Yildiz;;Nova;2532;REGIO 28;;1661;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25377;Bedrijfsadministrateur;100A172;School voor Horeca & Facilitaire dienstverlening;;Regentesselaan;29.0;;2532RK;'S-GRAVENHAGE
754693089;754693089;27-02-2003;M;Kuijvenhoven;;Simone Gyöngyi;2215;REGIO 28;;510;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;;25131;Pedagogisch medewerker kinderopvang;100A179;School voor Economie Delft;;Schoeplaan;215.0;;2215HA;PIJNACKER
370684898;370684898;20-06-2001;V;Vries;de;Riane Alexandra Miranda;2163;REGIO 28;;513;VOORSCHOTEN;27GZ;27GZ;;Mbo2 opleidingen;BBL;25610;Logistiek medewerker;100A192;School voor Horeca & Facilitaire dienstverlening;;Carelshavenstraat;102.0;;2163AP;TER AAR
722777059;722777059;13-04-2003;V;Aktas;;Ömer;2573;REGIO 28;;576;WESTLAND;27GZ;27GZ;;Mbo2 opleidingen;BBL;25707;Assistent dienstverlening;100A175;School voor Gezondheidszorg Den Haag;;Smellekenhorst;876.0;;2573HE;ZOETERMEER
131249124;131249124;20-02-2002;V;Jansen;;Jayne Zahwa;2525;REGIO 28;;483;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25664;Mbo- Verpleegkunde;101A783;School voor Business support;;Molensloot;100.0;;2525GJ;'S-GRAVENHAGE
670282723;670282723;24-06-2000;M;Kadi;;Caitlyn Eloise;2636;REGIO 26;;500;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;BOL;25329;Facilitair leidinggevende;100A172;School voor Retail en Logistiek Delft;;Bragastraat;127.0;;2636HL;ROELOFARENDSVEEN
949892065;949892065;26-07-2005;M;Luna Abraham Gele;van;Nina Mirthe;2533;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25586;Monteur elektrotechnische installaties;100A174;School voor Zorg en Welzijn Leiden;;Lange Wantijkade;17.0;;2533EV;'S-GRAVENHAGE
146519022;146519022;16-07-2004;M;Şahnali;;Merlijn Henk;2282;REGIO 28;;1681;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25696;Allround technicus voertuigen en mobiele werktuigen;100A172;School voor Bouw en Infra;;Strawinskypad;136.0;;2282TT;DELFT
410432495;410432495;23-11-2004;V;Polanco Santana;;Mano Ton Gerard;2661;REGIO 28;;495;ROTTERDAM;27GZ;27GZ;;Mbo1 opleidingen;BOL;25358;Beveiliger 2;100A181;VAVO Haaglanden;;Cannenburglaan;19.0;;2661KL;
524923888;524923888;02-04-2005;M;Ehigiator;El;Nikki;2548;REGIO 26;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25369;Technisch Specialist Personenauto's;100A176;School voor Zorg en Welzijn Leiden;;Parallelweg;26.0;;2548VJ;NOOTDORP
119288816;119288816;21-10-2002;M;Esenwein;;Florien Maria Christina;2661;REGIO 28;;499;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25287;Pedagogisch medewerker kinderopvang;101A729;School voor Zorg en Welzijn Leiden;;Snouck Hurgronjestraat;17.0;;2661MW;VOORSCHOTEN
759935984;759935984;19-09-2003;V;Afra;;Sem;2645;REGIO 29;;490;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BOL;25253;Coördinator buurt, onderwijs en sport;100A192;International Hotel and Management School;;Lunterenstraat;49.0;;2645AT;NOORDWIJKERHOUT
525448179;525448179;13-08-2001;V;Lucasius;;Rudainah Faizia;3114;REGIO 28;;502;ZOETERMEER;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;23212;Sociaal werker;100A184;School voor Lifestyle, Sport en Bewegen;;Fregatsingel;17.0;;3114RJ;'s-Gravenhage
489042936;489042936;29-01-2006;M;Öztürk;van der;Larisa Aurora Maria;2563;REGIO 28;;570;DELFT;27GZ;27GZ;;Mbo2 opleidingen;BOL;25273;Verkoopspecialist;100A187;School voor Zorg en Welzijn Den Haag;;Z.H.B.-hoven;23.0;;2563KW;RIJSWIJK ZH
300921850;300921850;21-10-2003;M;Oeveren;;Rania;2525;REGIO 28;;491;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25696;Manager/ondernemer horeca;100A186;Beauty, Hair & Fashion;;Verdilaan;19.0;;2525JR;'S-GRAVENHAGE
228242426;228242426;10-05-2002;V;Chen;;Merve;2573;REGIO 28;;501;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25170;Pedagogisch medewerker kinderopvang;100A198;School voor ICT;;Marktweg;121.0;;2573VA;SCHIPLUIDEN
150418430;150418430;28-03-2006;V;Khelawan;;Joey;2742;REGIO 28;;1356;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;5735;Manager/ondernemer horeca;100A191;School voor Zorg en Welzijn Leiden;;Hoornsemeer;21.0;;2742BD;PIJNACKER
380318720;380318720;30-07-2003;V;Creque;;Maud;2678;REGIO 28;;1739;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25640;Manager/ondernemer horeca;100A174;School voor Orde & Veiligheid;;Vuursteenkreek;26.0;;2678PA;
385758209;385758209;10-12-2004;V;Curiel;;Ruben Stefan;2265;REGIO 28;;482;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25585;Manager/ondernemer horeca;100A191;VAVO Haaglanden;;Pluimzegge;25.0;;2265BE;'S-GRAVENHAGE
791294981;791294981;07-02-2000;V;Beek;;Deshanya Vady-Ann Aislinn;2541;REGIO 28;;488;WESTLAND;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25534;Allround medewerker facilitaire dienstverlening;101A729;School voor Metaal-, Elektro- en installatietechniek;;Zwethkade Zuid;20.0;;2541GE;ZOETERMEER
877147142;877147142;07-01-2003;M;Wubben;;Merve;2562;REGIO 28;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25221;Beveiliger 2;100A191;School voor Technologie en Engineering;;Reitzstraat;81.0;;2562TZ;DELFT
184857611;184857611;25-01-2006;V;Boer;;Lesra Bartolomé Donald;3061;REGIO 28;;1673;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25275;Pedagogisch medewerker kinderopvang;100A190;School voor Orde & Veiligheid;;;19.0;;3061LT;DELFT
402502667;402502667;01-01-2005;V;Harpal;El;Şeydanur;2652;REGIO 28;;552;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25115;IT systems and devices;100A190;VAVO Haaglanden;;Schoolstraat;56.0;;2652AN;NAALDWIJK
416101387;416101387;15-12-2003;V;Farahi;;Nishani Ishaya;2283;REGIO 28;;1663;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25188;Medewerker sport en recreatie;100A174;School voor Horeca & Facilitaire dienstverlening;;Anna Bijnslaan;;;2283HC;WATERINGEN
229979150;229979150;29-11-2003;M;Reinhard;;Sofie;2531;REGIO 28;;574;'S-GRAVENHAGE;27GZ;27GZ;;Mbo1 opleidingen;;25348;Persoonlijk begeleider specifieke doelgroepen;100A172;School voor Economie Delft;;Griekenlandlaan;141.0;;2531XM;ROTTERDAM
829764623;829764623;13-05-2005;V;Zwaan;;Lars Ronny Krijn;2497;REGIO 26;;1830;SCHIEDAM;27GZ;27GZ;;Mbo2 opleidingen;BOL;5918;Assistent horeca, voeding of voedingsindustrie;100A177;School voor Economie Delft;;Van Lennepstraat;20.0;;2497CM;DE LIER
799814670;799814670;15-04-2004;V;Henok Solomun Abegaz;;Valentin Radev;2614;REGIO 28;;1752;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;EX;25584;Assistant Fashion Tailor;100A191;School voor Metaal-, Elektro- en installatietechniek;;Garenmarkt;70.0;;2614VA;LEIDSCHENDAM
288961553;288961553;22-04-2002;M;Groot;;Vinnie;2693;REGIO 28;;557;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25317;Allround vakkracht onderhoud- en klussenbedrijf;101A783;School voor Horeca & Facilitaire dienstverlening;;Oude Haagweg;;;2693EA;RIJSWIJK ZH
478852114;478852114;03-11-2004;V;Melaku Abebe Bzayene;;Jelle;2492;REGIO 28;;490;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25322;Mbo-Verpleegkundige;100A174;VAVO Haaglanden;;Hildebrandstraat;290.0;;2492SK;'S-GRAVENHAGE
514143253;514143253;09-05-2001;M;Haddioui;;Omar;2642;REGIO 28;;1706;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25176;Leidinggevende travel & hospitality;100A196;School voor Zorg en Welzijn Delft;;Vliegwielstraat;266.0;;2642JH;ZOETERMEER
784610329;784610329;05-11-1999;V;Kuiper;;Nihat;2261;REGIO 29;;505;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25292;Software developer;100A179;School voor Zorg en Welzijn Westland;;Wilhelminalaan;24.0;;2261HM;'S-GRAVENZANDE
834745370;834745370;10-01-2005;V;Mohamuud;van;Ishana Priyankadevi;3328;REGIO 28;;500;BERGEN OP ZOOM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25759;Pedagogisch medewerker kinderopvang;100A173;School voor Economie Delft;;Wezelrade;21.0;;3328EJ;VLAARDINGEN
652293146;652293146;01-01-2004;M;Albers;;Gül;2614;REGIO 26;;1811;SINT-MICHIELSGESTEL;27GZ;27GZ;;Mbo4 opleidingen;EX;25364;Allround vakkracht onderhoud- en klussenbedrijf;101A729;School voor Orde & Veiligheid;;Paulus Buijsstraat;183.0;;2614SC;MIDDELBURG
807154723;807154723;15-12-2002;V;Meer;;Hamza;2551;REGIO 28;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25628;Vavo Havo Zonder Profiel;100A188;School voor Economie en Juridische beroepen;;Hildebrandstraat;21.0;;2551WD;'S-GRAVENHAGE
497628195;497628195;09-03-2004;V;Misran;;Sheyla;2515;REGIO 28;;1527;ALMERE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25707;Begeleider maatschappelijke zorg;100A176;Beauty, Hair & Fashion;;Aagje Dekenlaan;22.0;;2515TP;'S-GRAVENHAGE
713405477;713405477;24-06-2004;V;Aoulad-Amar;;Dani Antonius Bennie Daan;2554;REGIO 27;;1711;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25682;Allround medewerker IT systems and devices;100A181;School voor Entreeopleidingen;;Waterlelie;36.0;;2554BS;RIJSWIJK ZH
257995814;257995814;06-11-2002;V;Özdemir;;Yousri;2681;REGIO 28;;483;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25338;Medewerker (financiële) administratie;100A192;International Hotel and Management School;;Kornoeljestraat;127.0;;2681BP;'S-GRAVENZANDE
270513192;270513192;02-12-2004;M;Velzen;;Nana Marie-Anne Yvonne;2562;REGIO 28;;1737;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25311;Verkoopspecialist;100A192;School voor Bouw en Infra;;Jacob Marisstraat;13.0;;2562VE;ZOETERMEER
549631016;549631016;23-05-2005;M;Hussein;;Jayden Coert;2671;REGIO 28;;582;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BBL;5289;Manager mobiliteitsbranche;100A189;VAVO Haaglanden;;Werkzijde;11.0;;2671VE;ROTTERDAM
553989160;553989160;03-11-2004;V;Asenova;;Shairickson Veronico Francisco;2573;REGIO 26;;1805;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25640;Assistent dienstverlening;100A174;School voor Horeca & Facilitaire dienstverlening;;Varenstraat;24.0;;2573LG;'S-GRAVENHAGE
607892521;607892521;23-11-2004;V;Taal;;Jens Bent Hendrikus;2545;REGIO 28;;1723;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25322;Coördinator beveiliging;100A188;School voor Zorg en Welzijn Leiden;;Fluitenbergstraat;16.0;;2545TD;GOUDA
671593514;671593514;09-07-2001;M;Heijer;;Ricardo;2498;REGIO 28;;501;KATWIJK;27GZ;27GZ;;Mbo3 opleidingen;BBL;25654;Aankomend medewerker grondoptreden;100A189;School voor Bouw en Infra;;Paganiniplantsoen;3.0;;2498BP;ROTTERDAM
899036207;899036207;12-02-2006;M;Kuppeveld;;Soumaya;2681;REGIO 26;;553;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25259;Vavo Havo Nieuw Profiel Cultuur en Maatschappij;100A192;School voor Gezondheidszorg Den Haag;;Gevers Deynootweg;18.0;;2681BZ;'S-GRAVENHAGE
995439664;995439664;04-11-2005;M;Blok;de;Wissal;2253;REGIO 26;;502;ALMERE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25277;Apothekersassistent;100A172;School voor Autotechniek en Mobiliteit;;Poolster;253.0;;2253RV;'S-GRAVENHAGE
289682479;289682479;24-03-2001;V;Hoen;;Lisa Desirée;2717;REGIO 28;;503;MIDDEN-DELFLAND;27GZ;27GZ;;Mbo2 opleidingen;BOL;5619;Mbo- Verpleegkunde;100A174;School voor Gezondheidszorg Den Haag;;Jonkersdreef;17.0;;2717GP;'S-GRAVENHAGE
508441650;508441650;20-03-2002;M;Lebaniyah Jedda;;Safith Rithik Jagdies;2492;REGIO 11;;502;WESTLAND;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25256;Fashion;100A179;School voor Economie en Juridische beroepen;;Teijlerstraat;11.0;;2492PR;GOUDA
481211443;481211443;21-09-2004;M;Mohamed;;Femke Rowena Catharina;;REGIO 28;;1650;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25256;Manager/ondernemer horeca;100A192;VAVO Haaglanden;;Prins Hendrikstraat;22.0;;;'S-GRAVENHAGE
110605363;110605363;28-09-2002;M;Jeu;in 't;Kimberley Amber;2723;REGIO 26;;506;LANSINGERLAND;27GZ;27GZ;;Mbo4 opleidingen;;25260;Autotechnicus;101A783;VAVO Haaglanden;;van Santhorststraat;414.0;;2723XC;Wassenaar
334115903;334115903;11-04-2005;M;Duijn;;Tim;3071;REGIO 28;;494;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25238;Retailmedewerker;100A192;School voor Zorg en Welzijn Den Haag;;Harderwijkstraat;;;3071MA;'S-GRAVENHAGE
188888128;188888128;05-03-2004;V;Rizzo;;Duncan;2498;REGIO 28;;509;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25547;Timmerman;101A783;School voor Economie en Juridische beroepen;;Steijnlaan;964.0;;2498BL;NAALDWIJK
549106756;549106756;19-06-2002;M;Martinus;;Yassine;3151;REGIO 29;;568;ROTTERDAM;27GZ;27GZ;;Mbo3 opleidingen;BOL;25660;Technicus engineering;100A172;BAS;;Hoevenbos;71.0;;3151KG;ROTTERDAM
643773510;643773510;16-01-2004;M;Wolferen;;Tyra Gerarda Johanna;2551;REGIO 28;;1809;TEYLINGEN;27GZ;27GZ;;Mbo3 opleidingen;;25161;Software developer;100A179;School voor Pedagogische en Sociale beroepen;;Van Diemenstraat;26.0;;2551EZ;'S-GRAVENHAGE
442938438;442938438;18-08-2006;M;Şafak;de;Muhammed;3155;REGIO 28;;1801;THOLEN;27GZ;27GZ;;Mbo3 opleidingen;BBL;25617;Gespecialiseerd kok;100A173;School voor Lifestyle, Sport en Bewegen;;Jacob Catsstraat;44.0;;3155GK;ALPHEN AAN DEN RIJN
179057735;179057735;15-02-2005;M;Hoşgül;;Leila;2515;REGIO 28;;1805;WESTLAND;27GZ;27GZ;;Mbo1 opleidingen;BOL;25294;Vavo Havo Nieuw Profiel Cultuur en Maatschappij;100A179;School voor Business support;;Duindoornlaan;63.0;;2515PR;DORDRECHT
332182603;332182603;24-08-2003;M;Verhagen;;Feliciënne Abigail;;REGIO 28;;573;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;;25584;Entree;100A180;School voor Zorg en Welzijn Den Haag;;Multatuliweg;162.0;;;BERGSCHENHOEK
179090507;179090507;25-04-2003;V;Ateş;;Georgina;2574;REGIO 31;;493;KAAG EN BRAASSEM;27GZ;27GZ;;Mbo3 opleidingen;BOL;25177;Leidinggevende team/afdeling/project;100A180;School voor Economie en Juridische beroepen;;Van Alkemadestraat;27.0;;2574AH;ZOETERMEER
383759437;383759437;09-08-2004;V;Goes;;Gigi;2518;REGIO 28;;1527;HAARLEMMERMEER;27GZ;27GZ;;Mbo3 opleidingen;BOL;25271;Eerste Bedrijfsautotechnicus;100A176;School voor Autotechniek en Mobiliteit;;Rozenburgstraat;;;2518BL;KATWIJK ZH
791426126;791426126;09-02-2005;V;Taylor;;Michelle Joy;2613;REGIO 28;;519;VLAARDINGEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25254;Retailmedewerker;100A172;School voor Technologie en Engineering;;Oostmeerlaan;127.0;;2613RN;NIEUWERBRUG AAN DEN RIJN
386839632;386839632;27-02-2003;M;Vrolijk;;Chiel;2665;REGIO 28;;557;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BOL;25665;Business Administration & Control Specialist;100A196;School voor Business support;;;128.0;;2665DV;'S-GRAVENHAGE
310391889;310391889;27-04-2004;M;Vrij;;Kevin Thomas;2517;REGIO 28;;489;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25388;Persoonlijk begeleider gehandicaptenzorg;100A186;Beauty, Hair & Fashion;;Landtong;363.0;;2517VH;VOORBURG
320189522;320189522;02-05-2005;M;Ejjandi;;Ilayda;2515;REGIO 28;;1682;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25284;Fashion;100A172;School voor Gezondheidszorg Den Haag;;Hilversumsestraat;337.0;;2515NH;DELFT
983807060;983807060;29-06-2006;V;Dolman;;Chevelly Ralitsa Emelia;2287;REGIO 34;;504;ZUIDPLAS;27GZ;27GZ;;Mbo4 opleidingen;BOL;5121;VAVO-MAVO Theoretische leerweg zonder profiel;100A191;International Hotel and Management School;;De Noorderhoek;106.0;;2287AJ;LEIDERDORP
407450712;407450712;16-06-2005;M;Ghamrawi;;Naomi;2516;REGIO 28;;330;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;EX;25550;Gastheer/-vrouw;100A181;School voor Maatschappelijke zorg en Verzorgende;;Wolweversgaarde;424.0;;2516LG;BREDA
642298973;642298973;09-12-2004;V;Wong;;Owen;2542;REGIO 28;;503;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25404;Verzorgende-IG;100A184;School voor Horeca & Facilitaire dienstverlening;;Zuringvaart;14.0;;2542XT;ALPHEN AAN DEN RIJN
718124126;718124126;06-12-2005;V;Ayyıldız;;Mohammed Suleman Awaes Faraaz;2533;REGIO 28;;1579;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo1 opleidingen;BOL;25342;Zelfstandig werkend gastheer/-vrouw;100A190;School voor Economie Delft;;Molenhof;1976.0;;2533KK;POELDIJK
961229919;961229919;16-02-2000;V;Roozen;;Aya;2541;REGIO 28;;574;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;23277;Bedrijfsadministrateur;100A184;School voor Autotechniek en Mobiliteit;;Bragastraat;360.0;;2541TE;SINT-MAARTENSDIJK
556053600;556053600;18-07-2002;M;Amlal;El;Thijs;2548;REGIO 28;;1787;DELFT;27GZ;27GZ;;Mbo2 opleidingen;BOL;25391;Coördinator sport, bewegen en gezondheid;100A174;School voor Zorg en Welzijn Den Haag;;Pieter de Voisstraat;97.0;;2548VC;'S-GRAVENHAGE
861516897;861516897;02-04-2001;V;Salah El Din;;Luca;;REGIO 28;;1649;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25727;Verzorgende-IG;100A191;School voor ICT;;Oranjelaan;15.0;;;KATWIJK ZH
758101089;758101089;15-07-2005;M;Yilmaz;;Jeslyn-Faith;2522;REGIO 27;;577;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25313;Business Administration & Control Specialist;100A177;School voor Economie Delft;;Mui;19.0;;2522NA;NOOTDORP
491467873;491467873;31-07-2005;M;Güçlü;;Matthijs;2572;REGIO 28;;506;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25304;Vavo Atheneum Zonder Profiel;100A172;School voor Bouw en Infra;;Lange Geer;208.0;;2572NJ;ZOETERMEER
242136159;242136159;25-05-2004;V;Broek;;Meagan Marie Bryanne;;REGIO 28;;1818;MIDDEN-DELFLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;5857;Begeleider specifieke doelgroepen;100A186;School voor Metaal-, Elektro- en installatietechniek;;Suykstraat;62.0;;;RIJSWIJK ZH
734442595;734442595;22-12-2005;M;Yakhlef;van;Xue Jing;2722;REGIO 26;;506;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BBL;25276;Coördinator sportinstructie, training en coaching;100A190;School voor Retail en Logistiek Delft;;Gerard Doustraat;26.0;;2722TG;ZOETERMEER
773895272;773895272;25-08-2004;V;Pieterse;;Taïsha Catalina Léonela;2526;REGIO 28;;34;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;;25368;Manager/ondernemer horeca;100A198;School voor Business support;;Ronner-Knipstraat;;;2526RK;RIJSWIJK ZH
372487273;372487273;22-08-2006;M;Sam Tjoe;ter;Rümeysa;2628;REGIO 27;;1767;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BBL;25240;Pedagogisch medewerker kinderopvang;100A181;School voor Economie Delft;;Aaksterlaan;399.0;;2628EW;LELYSTAD
879506538;879506538;03-03-2005;M;Groeneweg;;Tejashvani Rohisha Chetawatie;2532;REGIO 28;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25329;Allround technicus voertuigen en mobiele werktuigen;100A178;School voor Zorg en Welzijn Westland;;Eisenhowerlaan;30.0;;2532BW;DE LIER
958739563;958739563;17-12-2001;V;Kamel;;Vincent;2652;REGIO 29;;381;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BBL;25535;Vavo Gymnasium Nieuw Profiel Natuur en Gezondheid;100A172;School voor Orde & Veiligheid;;Oog in 't Zeilstraat;51.0;;2652HA;ZOETERMEER
923284590;923284590;19-09-2003;V;Korendijk;Ben;Summeyye;2273;REGIO 29;;1761;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25563;Entree;100A196;VAVO Haaglanden;;Het Zicht;24.0;;2273HV;'S-GRAVENHAGE
966669423;966669423;01-05-2002;M;Langmair;;Şeydanur;;REGIO 28;;1666;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25521;Monteur elektrotechnische installaties;100A186;School voor Autotechniek en Mobiliteit;;Jan Luykenlaan;513.0;;;'S-GRAVENHAGE
930722927;930722927;18-08-2006;V;Wildschut;Ben;Luna Wilhelmina;2692;REGIO 26;;504;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25596;Mbo- Verpleegkunde;101A729;School voor Retail en Logistiek Delft;;De Kaatse Hoeve;110.0;;2692BT;Pijnacker
507393137;507393137;24-06-2006;V;Mrozek;van;Veysel Delil;2591;REGIO 28;;518;ZOETERMEER;27GZ;27GZ;;Mbo1 opleidingen;BBL;25701;Haarstylist heren;100A184;School voor Economie en Juridische beroepen;;Koningin Emmakade;106.0;;2591TJ;ALPHEN AAN DEN RIJN
949531759;949531759;24-07-2004;M;Mohabbat;;Valery;2532;REGIO 28;;1669;WESTLAND;27GZ;27GZ;;Mbo3 opleidingen;BOL;25461;Onderwijsassistent;100A182;School voor Zorg en Welzijn Westland;;Niek Engelschmanpark;9.0;;2532TT;'S-GRAVENHAGE
136688757;136688757;18-01-2005;M;Shaltout;El;Max;2673;REGIO 28;;572;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25430;Fashion;100A172;School voor Lifestyle, Sport en Bewegen;;Aronskelkweg;28.0;;2673GH;'S-GRAVENHAGE
666547318;666547318;16-04-2002;V;Bakker;;Kim;2623;REGIO 29;;1425;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25322;Vavo-Mavo/Theoretische Leerweg Profiel Economie;100A172;School voor Zorg en Welzijn Delft;;Sluiswachterstraat;116.0;;2623BH;RIJSWIJK ZH
999535737;999535737;11-07-2004;V;Poort;;Rachella Daniëlle;2613;REGIO 28;;1709;NOORDWIJK;27GZ;27GZ;;Mbo4 opleidingen;;25642;Zelfstandig medewerker travel & Hospitality;100A177;School voor Maatschappelijke zorg en Verzorgende;;Treslonglaan;7.0;;2613RR;ROTTERDAM
