#BURGERSERVICENUMMER;ONDERWIJSNUMMER;GEBOORTEDATUM;GESLACHT;ACHTERNAAM;VOORVOEGSEL;VOORNAMEN;POSTCODE_CIJFERS;RMC_REGIO;RMC_REGIO_NAAM;GEMCODE;GEMEENTENAAM;BRIN;BRIN_VOLGNR;BRIN_VEST_NAAM;NIVEAU;ONDERWIJSSOORT;CREBO;CREBO_OMSCHRIJVING;EXAMEN;IND_BEKOSTIGING;ONDERWIJSAANBIEDER_CODE;ONDERWIJSAANBIEDER_NAAM;ONDERWIJSLOCATIE_CODE;ONDERWIJSLOCATIE_STRAATNAAM;ONDERWIJSLOCATIE_HUISNUMMER;ONDERWIJSLOCATIE_HUISNUMMER_TOEVOEGING;ONDERWIJSLOCATIE_POSTCODE;ONDERWIJSLOCATIE_PLAATSNAAM
232574349;232574349;13-08-2004;V;Kalkers;van der;Anne;2555;REGIO 26;;510;ZOETERMEER;27GZ;27GZ;;Mbo1 opleidingen;EX;25273;Medewerker evenementenorganisatie;;;100A172;School voor Gezondheidszorg Den Haag;;Dr H.J. van Mooklaan;20.0;;2555ZR;'S-GRAVENZANDE
663676393;663676393;22-08-2001;M;Wachtmeester;;Abdulai Gibril;2681;REGIO 28;;497;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25220;Helpende Zorg en Welzijn;;;100A188;School voor Retail en Logistiek Delft;;Vaillantlaan;16.0;;2681ND;'S-GRAVENHAGE
152966293;152966293;18-09-2004;V;Graaff;;Lou;2513;REGIO 28;;1623;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25752;Verzorgende-IG;;;100A179;School voor Autotechniek en Mobiliteit;;Medemblikstraat;151.0;;2513PZ;'S-GRAVENHAGE
160375437;160375437;22-11-2002;M;Hessen;van;Tygo;2515;REGIO 28;;1794;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;25226;Verzorgende-IG;;;100A192;School voor Economie Delft;;De Gaarde;104.0;;2515LA;NOORDWIJKERHOUT
466521350;466521350;06-01-2000;V;Verginie;;Lenny;2548;REGIO 28;;1719;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25632;Schoonheidsverzorging;;;101A729;International Hotel and Management School;;Prins Hendrikstraat;20.0;;2548VD;'S-GRAVENHAGE
739492194;739492194;15-12-2003;M;Ramdhani;El;Jacob Stefan;3171;REGIO 26;;570;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25644;Technicus engineering;;;101A783;School voor Bouw en Infra;;Kerklaan;26.0;;3171AH;'S-GRAVENHAGE
874860888;874860888;21-10-2002;V;Mierlo;de;Melissa Lorraine;2571;REGIO 28;;607;DELFT;27GZ;27GZ;;Mbo3 opleidingen;;23086;Handhaver toezicht en veiligheid;;;100A187;School voor Gezondheidszorg Den Haag;;Scheldestraat;1461.0;;2571PA;LELYSTAD
733115496;733115496;25-03-2005;M;Lange;;Diyar Antonie;2525;REGIO 28;;477;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25590;Sociaal werker;;;101A729;VAVO Haaglanden;;Teniersplantsoen;14.0;;2525LB;'S-GRAVENHAGE
902304928;902304928;14-01-2004;M;Hallouzi;van;Salim Djahabi;2497;REGIO 28;;508;ZWIJNDRECHT;27GZ;27GZ;;Mbo4 opleidingen;;25699;Logistiek teamleider;;;100A186;Beauty, Hair & Fashion;;Nieuweweg;1071.0;;2497DA;DELFT
749182739;749182739;07-02-2005;M;Pruijs;;Gerardo Alejandro;2574;REGIO 28;;1763;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25602;Kok;;;100A177;School voor Zorg en Welzijn Delft;;Lindelaan;18.0;;2574XK;NOOTDORP
340076251;340076251;01-01-2000;V;Heijden;;Eyüp;2497;REGIO 29;;1629;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25206;Persoonlijk begeleider maatschappelijke zorg;;;100A180;School voor Zorg en Welzijn Den Haag;;Erasmusweg;18.0;;2497VW;'S-GRAVENHAGE
616409676;616409676;08-01-2002;M;Hout;;Fabiënne;2513;REGIO 28;;479;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25234;Assistent dienstverlening;;;101A729;School voor Metaal-, Elektro- en installatietechniek;;Laan van Meerdervoort;26.0;;2513RM;DELFT
158503872;158503872;20-03-2005;V;Parijs;;Nishani Ishaya;2518;REGIO 28;;1724;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25620;Juridisch-administratief dienstverlener;;;100A176;School voor Business support;;Soestdijksekade;102.0;;2518SE;'S-GRAVENHAGE
713405477;713405477;24-06-2004;V;Aoulad-Amar;;Dani Antonius Bennie Daan;2554;REGIO 27;;1711;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25682;Allround medewerker IT systems and devices;;;100A181;School voor Entreeopleidingen;;Waterlelie;36.0;;2554BS;RIJSWIJK ZH
761569502;761569502;06-01-2005;V;Abbas;van;Miriam;2719;REGIO 28;;498;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25541;Technicus engineering;;;100A181;International Hotel and Management School;;Dedemsvaartweg;53.0;;2719CB;KATWIJK ZH
863593542;863593542;01-06-2004;V;Fadaaq;;Fabian Leendert Christiaan;2153;REGIO 29;;1797;BERG EN DAL;27GZ;27GZ;;Mbo2 opleidingen;BOL;25157;Technicus elektrotechnische installaties in de gebouwde omgeving;;;100A192;School voor Gezondheidszorg Den Haag;;Dierenselaan;242.0;;2153ED;Noordwijk
629651485;629651485;17-08-2002;M;Stolwijk;van;Jurigenka Altagracia;2722;REGIO 34;;577;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BBL;25590;Assistent mobiliteitsbranche;;;100A192;School voor Zorg en Welzijn Delft;;Hongarenburg;21.0;;2722BL;'S-GRAVENHAGE
589339958;589339958;10-04-2002;M;Heuvel;van;Omar;2264;REGIO 28;;490;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;;25156;Manager/ondernemer horeca;;;100A175;School voor Gezondheidszorg Den Haag;;Meppelweg;39.0;;2264SJ;ROTTERDAM
443211230;443211230;25-01-2001;V;Georgiev;van;Celissa Margaretha Alice;2545;REGIO 28;;1521;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25735;Technicus engineering;;;100A187;School voor Zorg en Welzijn Delft;;'s-Gravenbroekseweg;175.0;;2545JB;'S-GRAVENHAGE
756059244;756059244;28-09-2005;V;Velden;de;Mustafa Emircan;;REGIO 28;;547;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25779;Bedrijfsadministrateur;;;100A187;BAS;;Kritzingerstraat;26.0;;;'S-GRAVENHAGE
216418637;216418637;18-11-2001;V;Setoe;;Luca;2573;REGIO 28;;553;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25238;Mbo- Verpleegkunde;;;101A729;School voor Zorg en Welzijn Leiden;;;36.0;;2573EJ;'S-GRAVENHAGE
954562783;954562783;07-11-2000;M;Bouayachi;;Femke Rowena Catharina;2622;REGIO 28;;1675;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25147;IT systems and devices;;;100A179;School voor Economie en Juridische beroepen;;Vrederustlaan;20.0;;2622LD;KATWIJK ZH
609277872;609277872;13-02-2005;V;Emurla;te;Miranda Angelique;2544;REGIO 28;;595;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25324;Sociaal-maatschappelijk dienstverlener;;;100A182;School voor Orde & Veiligheid;;Hooftskadelaan;41.0;;2544TM;LEIDERDORP
347993023;347993023;12-10-2005;M;Hoek;;Théus Martinus;2623;REGIO 28;;1629;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25177;Mbo- Verpleegkunde;;;100A172;School voor Pedagogische en Sociale beroepen;;Waldorpstraat;140.0;;2623LP;'S-GRAVENHAGE
293119065;293119065;23-08-2005;M;Adiam Kubrom Bizen;;Ayoub;2652;REGIO 28;;482;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25258;Mbo- Verpleegkunde;;;100A177;Beauty, Hair & Fashion;;Emmastraat;112.0;;2652AZ;'S-GRAVENHAGE
662784439;662784439;24-09-2003;V;Aarouss;;Muhammed Ali;2532;REGIO 29;;1802;BRIELLE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;23252;Aankomend onderofficier grondoptreden;;;100A174;School voor Orde & Veiligheid;;Nieuwe Parklaan;235.0;;2532BJ;Nootdorp
288536307;288536307;26-07-2005;V;Dolman;van;Youssra;2526;REGIO 29;;1753;ZOETERMEER;27GZ;27GZ;;Mbo2 opleidingen;;25641;Technisch Leidinggevende;;;100A175;School voor Economie en Juridische beroepen;;Van der Lelijstraat;152.0;;2526WT;NAALDWIJK
102846808;102846808;27-10-2003;M;Oever;Di;Rabia Melisa;2771;REGIO 26;;1860;MAASSLUIS;27GZ;27GZ;;HAVO/VWO bovenbouw;BBL;25647;Vavo Atheneum Nieuw Profiel Economie en Maatschappij;;;100A187;International Hotel and Management School;;Prins Alexanderlaan;102.0;;2771CN;PURMEREND
376733445;376733445;14-01-2005;M;Abdul;dos;Darshan Roshano Vinesh;2678;REGIO 26;;517;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;5358;Beveiliger;;;100A189;School voor Lifestyle, Sport en Bewegen;;Westerlookade;221.0;;2678AA;NIEUWERBRUG AAN DEN RIJN
486418008;486418008;06-04-2006;M;Oujan;El;Dana;2546;REGIO 26;;1803;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BBL;25660;Allround vakkracht onderhoud- en klussenbedrijf;;;100A182;VAVO Haaglanden;;Polsbroekstraat;27.0;;2546XT;NOORDWIJKERHOUT
762368157;762368157;12-01-2004;V;Kleij;;Lisa Johanna Jacoba;2571;REGIO 29;;1756;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25552;Mbo- Verpleegkunde;;;101A783;School voor Orde & Veiligheid;;Koekamp;141.0;;2571EK;'S-GRAVENHAGE
408795935;408795935;06-01-2003;V;Ajjouch;van der;Daan Adrianus Anthonius;2493;REGIO 27;;1597;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25245;Eerste monteur elektrotechnische installaties in de gebouwde omgeving;;;100A188;School voor Zorg en Welzijn Leiden;;Hoefweg;60.0;;2493AK;HONSELERSDIJK
630521827;630521827;17-07-2004;M;Jong;;Bryan;2253;REGIO 28;;498;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25181;Mbo-Verpleegkundige;;;100A189;School voor Bouw en Infra;;Martin Campslaan;18.0;;2253VE;BERKEL EN RODENRIJS
730898068;730898068;30-06-2005;M;Bas;;Youri;2802;REGIO 28;;498;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25659;Juridisch-administratief dienstverlener;;;100A184;School voor Economie en Juridische beroepen;;Witte de Withstraat;387.0;;2802CT;ROTTERDAM
564463855;564463855;28-10-2001;V;Hoek;den;Daniel Tomasz;2351;REGIO 29;;1725;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25220;Assistent logistiek;;;100A172;School voor ICT;;Strijplaan;116.0;;2351RT;'S-GRAVENZANDE
333130644;333130644;06-01-2003;M;Yaşar;van;Adrian Osayabamwen Enitan;2522;REGIO 27;;516;LANSINGERLAND;27GZ;27GZ;;Mbo2 opleidingen;;25595;Mbo- Verpleegkunde;;;100A189;School voor Metaal-, Elektro- en installatietechniek;;Tom Mandersstraat;113.0;;2522ZH;PURMEREND
374833674;374833674;01-10-2003;V;Statie;;Rajnesh Arjun;2526;REGIO 28;;1701;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25271;Maatschappelijke Zorg;;;101A729;School voor Economie en Juridische beroepen;;Van Baerlestraat;162.0;;2526GN;'S-GRAVENHAGE
700144299;700144299;18-09-2006;M;Ori;;Stylianos;2548;REGIO 8;;502;ALMERE;27GZ;27GZ;;Mbo4 opleidingen;BBL;5202;Retailspecialist;;;100A173;Beauty, Hair & Fashion;;Rietveen;7.0;;2548RC;Rijswijk
682657620;682657620;13-04-2000;V;Berg;;Anne;3271;REGIO 28;;478;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25391;Manager/ondernemer horeca;;;101A729;VAVO Haaglanden;;De Gaarde;96.0;;3271AM;ZOETERMEER
412147790;412147790;22-01-2003;V;Haan;;Teun;2493;REGIO 28;;148;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25180;Kok;;;100A192;School voor Business support;;Marellaan;136.0;;2493CT;HAZERSWOUDE-DORP
172376727;172376727;20-12-2005;M;Jonker;;Duncan;2541;REGIO 28;;1653;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BOL;25340;Handhaver toezicht en veiligheid;;;100A172;International Hotel and Management School;;;400.0;;2541AH;'S-GRAVENHAGE
675509406;675509406;02-12-2005;M;Yildiz;;Aya;2552;REGIO 28;;1686;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25150;Gespecialiseerd pedagogisch medewerker;;;100A172;School voor Business support;;Spoorsingel;29.0;;2552MJ;ZOETERMEER
568927711;568927711;29-05-2002;M;Buijnsters;El;Iman;2285;REGIO 28;;1731;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25305;Eerste monteur elektrotechnische installaties woning en utiliteit;;;100A177;School voor Maatschappelijke zorg en Verzorgende;;Verwersdijk;284.0;;2285VC;PIJNACKER
359568861;359568861;07-07-2002;M;Stelk;van;Sem;3903;REGIO 28;;593;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25235;Expert IT systems and devices;;;100A189;School voor Lifestyle, Sport en Bewegen;;Stortenbekerstraat;50.0;;3903AG;ROTTERDAM
262416290;262416290;05-08-2004;V;Brabander;;Wafa Ibrahim;2565;REGIO 28;;483;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo4 opleidingen;BOL;25396;Persoonlijk begeleider maatschappelijke zorg;;;100A190;School voor Technologie en Engineering;;Annie M.G. Schmidtlaan;28.0;;2565LA;'S-GRAVENHAGE
763523282;763523282;24-03-2001;M;Hout;;Hind;2518;REGIO 29;;502;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25704;Beveiliger 2;;;100A172;School voor Gezondheidszorg Den Haag;;Gerard Doggerlaan;18.0;;2518SE;'S-GRAVENHAGE
862261880;862261880;07-01-2003;V;Hoşgül;;Gijs;2574;REGIO 28;;1682;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25296;Retailmedewerker;;;100A189;School voor Gezondheidszorg Den Haag;;;113.0;;2574SR;'S-GRAVENHAGE
144409259;144409259;01-07-2000;V;Duijn;de;Kim Luna;2622;REGIO 28;;556;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25472;Allround technicus voertuigen en mobiele werktuigen;;;100A187;School voor Horeca & Facilitaire dienstverlening;;Jan Luykenlaan;97.0;;2622HS;WATERINGEN
775292057;775292057;24-11-1999;V;Verkuijl;;Asya Aleyna;2541;REGIO 26;;509;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25295;Assistent dienstverlening;;;100A189;School voor Zorg en Welzijn Den Haag;;Paul Krugerlaan;56.0;;2541SB;NOOTDORP
910283506;910283506;05-11-1999;V;Brule;;Wassim;2493;REGIO 28;;1703;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25238;Assistent horeca, voeding of voedingsindustrie;;;100A188;VAVO Haaglanden;;Nijkampvaart;28.0;;2493WD;DELFT
843039062;843039062;07-08-2005;M;Nijkamp;;Romy;2691;REGIO 28;;490;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25267;Eerste Autotechnicus;;;100A177;School voor Lifestyle, Sport en Bewegen;;Ruinerwoldstraat;28.0;;2691DP;RIJSWIJK ZH
632932640;632932640;18-08-2004;V;Matondo;;Basel;2572;REGIO 29;;1786;PURMEREND;27GZ;27GZ;;Mbo2 opleidingen;BOL;25252;Vavo Havo Nieuw Profiel Cultuur en Maatschappij;;;100A187;School voor Zorg en Welzijn Delft;;Dr. Hadriaan van Neslaan;827.0;;2572PL;DELFGAUW
796887057;796887057;13-09-2000;M;Uslu;El;Giuliano Ronald Theodore;2548;REGIO 28;;496;ZANDVOORT;27GZ;27GZ;;Mbo3 opleidingen;BOL;23138;Sociaal werker;;;100A196;School voor ICT;;1e van der Kunstraat;265.0;;2548JK;POELDIJK
603389735;603389735;03-12-2003;M;Güneş;;Ryan Armand Radjkoemar;2641;REGIO 21;;558;'S-GRAVENHAGE;27GZ;27GZ;;Mbo2 opleidingen;BOL;25586;Business support;;;100A191;School voor Metaal-, Elektro- en installatietechniek;;Flothuisstraat;118.0;;2641EM;'S-GRAVENHAGE
590965571;590965571;12-07-2001;M;Heuvel;;Wendeline Faustina Maria;2761;REGIO 28;;552;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25243;Handhaver toezicht en veiligheid;;;100A172;School voor Pedagogische en Sociale beroepen;;Snoystraat;320.0;;2761XZ;Bergschenhoek
530475259;530475259;06-06-2000;V;Knaap;;Ahmet;3193;REGIO 28;;492;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25259;Gespecialiseerd pedagogisch medewerker;;;101A783;School voor Entreeopleidingen;;Karel Doormanlaan;26.0;;3193RG;NAALDWIJK
661263183;661263183;21-02-2006;M;Dijk;van;Duncan;2231;REGIO 29;;591;KAAG EN BRAASSEM;27GZ;27GZ;;Mbo3 opleidingen;BOL;25183;Verkoper;;;100A189;School voor Horeca & Facilitaire dienstverlening;;Hildebrandstraat;169.0;;2231PK;CAPELLE AAN DEN IJSSEL
757530183;757530183;07-03-2003;M;Marzguioui;;Nikki;;REGIO 28;;1695;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25311;Doktersassistent;;;100A196;School voor Orde & Veiligheid;;Beetsstraat;50.0;;;Zoetermeer
206546391;206546391;02-11-2004;M;Azarkan;;Lisanne Joëlle;;REGIO 28;;549;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25179;Manager/ondernemer horeca;;;101A729;School voor Economie en Juridische beroepen;;Vermeerstraat;19.0;;;'S-GRAVENHAGE
138290712;138290712;08-02-2004;V;Oulhani;;Rohan Arun;2516;REGIO 28;;1440;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25249;Retailmedewerker;;;100A189;School voor Business support;;Het Zicht;14.0;;2516TH;DELFT
310538617;310538617;09-05-2001;M;Michel;;Leila;2548;REGIO 28;;1645;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BBL;23244;Vavo Atheneum Zonder Profiel;;;100A195;School voor Gezondheidszorg Den Haag;;Twickelstraat;117.0;;2548ZH;'S-GRAVENHAGE
196234737;196234737;03-03-2003;V;Robijn;;Reece Dean Konuyawa;2241;REGIO 29;;489;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25346;Technicus engineering;;;100A187;School voor Technologie en Engineering;;Van Diemenstraat;22.0;;2241WC;'S-GRAVENHAGE
541158250;541158250;14-07-2005;M;Grijzen;;Matthijs;2548;REGIO 28;;494;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25664;Leidinggevende travel & hospitality;;;100A173;VAVO Haaglanden;;Van Bylandtstraat;108.0;;2548HL;'S-GRAVENHAGE
619565737;619565737;29-11-2003;V;Sukhai;De;Fayçal;2622;REGIO 28;;598;'S-GRAVENHAGE;27GZ;27GZ;;HAVO/VWO bovenbouw;BOL;25121;Medewerker ICT support;;;100A188;School voor Entreeopleidingen;;Hooikamp;11.0;;2622JT;DE LIER
163912498;163912498;07-11-2000;M;Bue;van der;Sascha Ides Denise;2521;REGIO 29;;509;TEYLINGEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25716;Verzorgende-IG;;;100A192;School voor Zorg en Welzijn Den Haag;;Parallelweg;21.0;;2521ZE;'S-GRAVENHAGE
519842727;519842727;13-08-2003;M;Duin;;Tarik;2215;REGIO 30;;583;LEIDEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25398;Juridisch-administratief dienstverlener;;;100A172;School voor Business support;;Jan de Baenstraat;59.0;;2215KV;DELFT
813227480;813227480;15-08-2004;M;Korving;;Nurselin;3142;REGIO 28;;1687;DELFT;27GZ;27GZ;;Mbo4 opleidingen;BOL;25302;Technicus engineering;;;101A783;School voor Economie en Juridische beroepen;;Vulcanusweg;96.0;;3142LP;
557114062;557114062;04-08-2004;M;Harpal;;Simone Gyöngyi;2672;REGIO 28;;563;PIJNACKER-NOOTDORP;27GZ;27GZ;;Mbo3 opleidingen;BBL;25694;Timmerman;;;100A196;School voor Orde & Veiligheid;;Neogotiekhof;132.0;;2672BN;LEIDERDORP
129966563;129966563;27-02-2005;V;Ali;;Muhammed Ikbal;2614;REGIO 26;;512;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25785;Manager/ondernemer horeca;;;100A172;School voor Business support;;Hildebrandstraat;158.0;;2614EJ;BERKEL EN RODENRIJS
534452198;534452198;06-08-2006;V;Sturing;van;Hamza;2291;REGIO 6;;1799;MAASSLUIS;27GZ;27GZ;;Mbo4 opleidingen;BOL;25824;Timmerman;;;100A190;School voor Orde & Veiligheid;;Burg Kampschöerstraat;28.0;;2291VN;ALPHEN AAN DEN RIJN
542599073;542599073;15-08-2002;M;Hoogenboom;;Naomi;2231;REGIO 28;;483;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25283;Mbo- Verpleegkunde;;;100A189;International Hotel and Management School;;President Kennedylaan;146.0;;2231KK;'S-GRAVENHAGE
921692246;921692246;31-10-2001;M;Roeleveld;van der;Bodhi Marvin Dess;2726;REGIO 28;;584;ZOETERMEER;27GZ;27GZ;;Mbo4 opleidingen;BOL;23300;Zelfstandig werkend kok;;;100A187;School voor Economie Delft;;Rodenbachstraat;115.0;;2726TT;'S-GRAVENHAGE
137268833;137268833;20-12-2002;V;Seferina;;Merijn Edward;2553;REGIO 28;;206;WESTLAND;27GZ;27GZ;;Mbo3 opleidingen;BOL;25328;Assistent verkoop/retail;;;100A177;School voor Technologie en Engineering;;Middenstede;345.0;;2553MA;SCHIEDAM
609313810;609313810;09-03-2004;V;Bue;;Nova Suzanna;2492;REGIO 28;;497;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25343;Pedagogisch medewerker kinderopvang;;;100A192;School voor Business support;;Neogotiekhof;32.0;;2492RC;LEIDEN
723249298;723249298;20-05-2003;M;Khattab;van;Angelina Dilan;2722;REGIO 28;;493;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25260;Eerste monteur elektrotechnische installaties in de gebouwde omgeving;;;100A190;School voor Bouw en Infra;;Muskaat;20.0;;2722RC;BERKEL EN RODENRIJS
254922603;254922603;15-08-2002;M;Berg;;Danish Mohammed Quraish;2631;REGIO 28;;569;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25131;Monteur elektrotechnische installaties;;;100A191;School voor Orde & Veiligheid;;Randenburgseweg;14.0;;2631NN;RIJSWIJK ZH
253289023;253289023;25-10-2004;V;Aloush;;Sophie Charlotte Lisy;2721;REGIO 28;;488;WESTLAND;27GZ;27GZ;;Mbo4 opleidingen;BOL;25318;Mbo- Verpleegkunde;;;100A172;School voor Toerisme en Recreatie;;Voorweg;20.0;;2721JB;HONSELERSDIJK
537061787;537061787;26-05-2004;V;Ali;de;Ron Emile;2681;REGIO 28;;1421;ROTTERDAM;27GZ;27GZ;;Mbo4 opleidingen;BOL;25691;Metselaar;;;100A181;VAVO Haaglanden;;Ravesteyn;46.0;;2681PM;HOEK VAN HOLLAND
885968000;885968000;20-12-2003;M;Pool;;Salim Djahabi;2584;REGIO 28;;508;WADDINXVEEN;27GZ;27GZ;;Mbo4 opleidingen;BOL;25258;Onderwijsassistent;;;100A191;School voor Lifestyle, Sport en Bewegen;;Joubertplantsoen;145.0;;2584BR;WIJK BIJ DUURSTEDE
191489190;191489190;02-03-2004;V;Addicks;;Senna Luca;2525;REGIO 28;;500;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25745;Sociaal werker;;;100A188;VAVO Haaglanden;;Schalk Burgerstraat;75.0;;2525LP;MONSTER
259818903;259818903;05-05-2003;V;Dijk;;Milan;2583;REGIO 28;;1618;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25386;Mbo- Verpleegkunde;;;100A196;VAVO Haaglanden;;Erasmusweg;55.0;;2583WB;'S-GRAVENHAGE
187518517;187518517;13-09-2005;M;Kasteleyn;;Morris Frederik;2573;REGIO 28;;574;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25602;Medewerker (financiële) administratie;;;101A729;VAVO Haaglanden;;Gv Juliana v Stolbergln;22.0;;2573BM;'s-Gravenhage
767854110;767854110;08-08-2004;M;Reyla;;Elif Nur;2526;REGIO 28;;1815;KATWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25388;Leidinggevende travel & hospitality;;;100A189;School voor Zorg en Welzijn Delft;;Zuidmede;494.0;;2526GT;ZOETERMEER
930190894;930190894;27-03-2002;V;Vreugd;van;Amber Brigitte;2624;REGIO 28;;1784;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BBL;25672;Pedagogisch medewerker kinderopvang;;;100A195;School voor Entreeopleidingen;;Lau Mazirellaan;24.0;;2624CC;DE LIER
389880688;389880688;05-05-2001;V;Torken;van;Randy Conrad Jimi;2526;REGIO 28;;504;KRIMPENERWAARD;27GZ;27GZ;;Mbo4 opleidingen;BBL;5169;Medewerker human resource management (HRM);;;100A180;International Hotel and Management School;;Schenklaan;206.0;;2526DA;ABCOUDE
842088618;842088618;05-01-2006;V;Öztürk;;Hamza;2526;REGIO 28;;1832;LEIDSCHENDAM-VOORBURG;27GZ;27GZ;;Mbo4 opleidingen;BOL;25556;Allround medewerker mode/maatkleding;;;100A182;School voor Business support;;Pieter de Voisstraat;17.0;;2526JW;'S-GRAVENZANDE
293926671;293926671;26-10-2004;V;Grata;;Eren;2541;REGIO 28;;1727;RIJSWIJK;27GZ;27GZ;;Mbo4 opleidingen;BOL;25360;Manager/ondernemer horeca;;;100A174;School voor Horeca & Facilitaire dienstverlening;;Herenweg;437.0;;2541RT;'S-GRAVENHAGE
383854885;383854885;30-10-2003;V;Yildiz;;Balder Tidde Simon;2361;REGIO 28;;533;'S-GRAVENHAGE;27GZ;27GZ;;Mbo4 opleidingen;BOL;25382;Manager/ondernemer horeca;;;101A729;School voor Gezondheidszorg Den Haag;;Jan de Oudeweg;23.0;;2361GS;'S-GRAVENHAGE
929573264;929573264;15-09-2006;M;Gorkum;Di;Boyd;2551;REGIO 39;;509;'S-GRAVENHAGE;27GZ;27GZ;;Mbo3 opleidingen;BOL;25255;Metselaar;;;100A181;Beauty, Hair & Fashion;;Borneostraat;108.0;;2551TA;PIJNACKER
